Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi,Citation,Id,Keywords
2022,Proceedings of the VLDB Endowment,FHL-Cube:Multi-Constraint Shortest Path Querying with Varying Combination of Constraints,"Ziyi Liu, Lei Li, Mengxuan Zhang, Wen Hua, Xiaofang Zhou",Ziyi Liu,English,"Multi-Constraint Shortest Path (MCSP) generalizes the classic shortest path from single to multiple criteria such that more personalized needs can be satisfied. However, MCSP query is essentially a high-dimensional skyline problem and thus time-consuming to answer. Although the current Forest Hop Labeling (FHL) index can answer MCSP efficiently, it takes a long time to construct and lacks the flexibility to handle arbitrary criteria combinations. In this paper, we propose a skyline-cube-based FHL index that can handle the flexible MCSP efficiently. Firstly, we analyze the relation between low and high-dimensional skyline paths theoretically and use a cube to organize them hierarchically. After that, we propose methods to derive the high-dimensional path from the lower ones, which can adapt to the flexible scenario naturally and reduce the expensive high dimensional path concatenation. Then we introduce?…",Conference paper,https://dl.acm.org/doi/abs/10.14778/3551793.3551856,11,liu2022fhl,"Multi-Constraint Shortest Path,Forest Hop Labeling"
2023,The VLDB Journal,Efficient kNN query for moving objects on time-dependent road networks,"Jiajia Li, Cancan Ni, Dan He, Lei Li, Xiufeng Xia, Xiaofang Zhou",Jiajia Li,English,"In this paper, we study the Time-Dependent k Nearest Neighbor (TD-kNN) query on moving objects that aims to return k objects arriving at the query location with the least traveling cost departing at a given time t. Although the kNN query on moving objects has been widely studied in the scenario of the static road network, the TD-kNN query tends to be more complicated and challenging because under the time-dependent road network, the cost of each edge is measured by a cost function rather than a fixed distance value. To tackle such difficulty, we adopt the framework of GLAD and develop an advanced index structure to support efficient fastest travel cost query on time-dependent road network. In particular, we propose the Time-Dependent H2H (TD-H2H) index, which pre-computes the aggregated weight functions between each node to some specific nodes in the decomposition tree derived from the road?…",Article,https://link.springer.com/article/10.1007/s00778-022-00758-w,10,li2023efficient,"Nearest neighbor query,Time-dependent road network,Fastest travel time query"
2020,DASFAA,Path Query Processing Using Typical Snapshots in Dynamic Road Networks,"Mengxuan Zhang, Lei Li, Pingfu Chao, Wen Hua, Xiaofang Zhou",Mengxuan Zhang,English," The shortest path query in road network is a fundamental operation in navigation and location-based services. The existing shortest path algorithms aim at improving efficiency in the static/time-dependent environment. However, the real-life road networks are dynamic, so they can hardly meet the requirement in practice. In this paper, we aim to support the path query in dynamic road networks by identifying the typical snapshots from the snapshot sequences, building the path indexes on them, and finally processing the query with the most suitable typical snapshot. Specifically, we first use the typical OD pairs to capture the dynamic information and represent the snapshots. Then the snapshot similarity is measured by considering the shortest path error and the shortest path similarity of these OD pairs. Because the OD pair number is huge and they have different power in capturing the traffic condition, we further propose?…",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-59419-0_16,7,zhang2020path,"Shortest Path,Dynamic Road Network,Typical Snapshot"
2021,Australasian Database Conference,An Experimental Study on Exact Multi-Constraint Shortest Path Finding,"Xuanyi Zhang, Ziyi Liu, Mengxuan Zhang, Lei Li",Xuanyi Zhang,English," Given a directed graph with each edge has a weight and several criteria, a multi-constraint shortest path query (CSP) asks for the shortest path that satisfies the constraints on these criteria. It is a general routing problem and can be used to customise user’s routing requirements. However, only the single-constraint version has been well studied while the multi-constraint version is ignored due to its complexity. In this paper, we explore the multi-CSP problem by extending three existing single-CSP algorithms (Skyline-Dijkstra, sKSP, and eKSP) and experimentally study their performance and behaviours. Experiment results provides insights of how the query distance, constraint ratio, criteria number, strictness, and correlation influence the query performance.",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-69377-0_14,6,zhang2021experimental,"Constraint shortest path,Road network"
2020,IEEE Transactions on Intelligent Transportation Systems,Utility-based Matching of Vehicles and Hybrid Requests on Rider Demand Responsive Systems,"Lai Yongxuan, Yang Shipeng, Xiong Anshu, Yang Fan, Li Lei, Zhou Xiaofang",Lai Yongxuan,English,"In rider demand responsive systems riders submit requests to demand transit services and the incoming requests and vehicles are matched by the system. This demand-responsive transport problem is viewed by existing research as a kind of spatial matching problem between vehicles and riders. However, existing schemes mainly focus on maximizing the number of matching pairs. It neglects other factors like the length of pickup trajectories and riders’ waiting time. And the matching is not revocable, which loses the chance for further optimizations. Moreover, there is still not much work on handling and matching the appointment-based requests that play a key role in the demand-responsive transport market. In this article, we propose an algorithm called BMCF ( Bipartite Minimal-Cost Flow ) to solve the taxi-rider matching problem with appointment-based rider requests on a time-dependent road network. Unlike?…",Article,https://ieeexplore.ieee.org/abstract/document/9204840/,5,lai2020utility,"Bipartite Minimal-Cost Flow,time-dependent road network,rider demand responsive systems"
2020,Databases Theory and Applications: 31st Australasian Database Conference?…,Typical snapshots selection for shortest path query in dynamic road networks,"Mengxuan Zhang, Lei Li, Wen Hua, Xiaofang Zhou",Mengxuan Zhang,English," Finding the shortest paths in road network is an important query in our life nowadays, and various index structures are constructed to speed up the query answering. However, these indexes can hardly work in real-life scenario because the traffic condition changes dynamically, which makes the pathfinding slower than in the static environment. In order to speed up path query answering in the dynamic road network, we propose a framework to support these indexes. Firstly, we view the dynamic graph as a series of static snapshots. After that, we propose two kinds of methods to select the typical snapshots. The first kind is time-based and it only considers the temporal information. The second category is the graph representation-based, which considers more insights: edge-based that captures the road continuity, and vertex-based that reflects the region traffic fluctuation. Finally, we propose the snapshot matching to?…",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-39469-1_9,4,zhang2020typical,"Shortest Path, Snapshot Selection, Dynamic Road Network"
2024,arXiv preprint arXiv:2403.14151,Deep learning for trajectory data management and mining: A survey and beyond,"Wei Chen, Yuxuan Liang, Yuanshao Zhu, Yanchuan Chang, Kang Luo, Haomin Wen, Lei Li, Yanwei Yu, Qingsong Wen, Chao Chen, Kai Zheng, Yunjun Gao, Xiaofang Zhou, Yu Zheng",Wei Chen,English,"Trajectory computing is a pivotal domain encompassing trajectory data management and mining, garnering widespread attention due to its crucial role in various practical applications such as location services, urban traffic, and public safety. Traditional methods, focusing on simplistic spatio-temporal features, face challenges of complex calculations, limited scalability, and inadequate adaptability to real-world complexities. In this paper, we present a comprehensive review of the development and recent advances in deep learning for trajectory computing (DL4Traj). We first define trajectory data and provide a brief overview of widely-used deep learning models. Systematically, we explore deep learning applications in trajectory management (pre-processing, storage, analysis, and visualization) and mining (trajectory-related forecasting, trajectory-related recommendation, trajectory classification, travel time estimation, anomaly detection, and mobility generation). Notably, we encapsulate recent advancements in Large Language Models (LLMs) that hold the potential to augment trajectory computing. Additionally, we summarize application scenarios, public datasets, and toolkits. Finally, we outline current challenges in DL4Traj research and propose future directions. Relevant papers and open-source resources have been collated and are continuously updated at: \href{https://github.com/yoshall/Awesome-Trajectory-Computing}{DL4Traj Repo}.",Conference paper,https://arxiv.org/abs/2403.14151,3,chen2024deep,"Trajectory Data Mining, Trajectory Data Management, Deep Learning, Spatio-Temporal Data Mining, Urban Computing"
2023,IEEE Transactions on Knowledge and Data Engineering,Parallel Hub Labeling Maintenance with High Efficiency in Dynamic Small-World Networks,"Mengxuan Zhang, Lei Li, Goce Trajcevski, Anderas Zufle, Xiaofang Zhou",Mengxuan Zhang,English,"Shortest path computation is a fundamental operation in many application domains and is especially challenging in frequently evolving small-world networks (i.e., graphs in which many nodes can be reached from every other node by a small number of hops). Index-based methods, especially ones based on 2-hop labeling are often used for high query efficiency. However, the evolvements of small-world networks in many realistic scenarios pose the challenge of efficient maintenance of the shortest path index. In this work, we adopt the state-of-the-art  Parallel Shortest-distance Labeling (PSL)  as the underlying 2-hop labeling construction method, and design algorithms to support its efficient update given edge weight changes (increase and decrease). Specifically, we focus on weighted  PSL (WPSL)  and propose a propagation-based update mechanism for both synchronous and asynchronous propagation. We?…",Article,https://ieeexplore.ieee.org/abstract/document/10016676/,3,zhang2023parallel,"Coverage centrality,Road networks,Shortest paths"
2023,2023 IEEE 39th International Conference on Data Engineering (ICDE),Finding Top-k Optimal Routes with Collective Spatial Keywords on Road Networks,"Jiajia Li, Xing Xiong, Lei Li, Dan He, Chuanyu Zong, Xiaofang Zhou",Jiajia Li,English,"As more detailed POI (Point of Interest) information has been incorporated into road network, routing has evolved from finding paths from one place to another, to satisfying users’ needs (keywords) along the trip. However, the existing solutions either only support one keyword per POI, or require a fixed visiting order, or only provide one option to choose from. Therefore, we study the top-k Optimal Routes with Collective Spatial Keywords (k-ORCSK) problem, which is the most general keyword-aware routing problem that supports multiple keywords, arbitrary orders, and top-k results. To solve this problem, we apply an enumeration framework and reduce the complexity by contracting non POI-related vertices and taking the keywords into account. After that, we propose a best-first path expansion method DA-CSK based on deviation to convert the enumeration paradigm from the distance-oriented to the keyword?…",Conference paper,https://ieeexplore.ieee.org/abstract/document/10184771/,2,li2023finding,"Route finding,Road network,top-k Optimal Routes with Collective Spatial Keywords"
2023,2023 IEEE 39th International Conference on Data Engineering (ICDE),Global routing optimization in road networks,"Yehong Xu, Lei Li, Mengxuan Zhang, Zizhuo Xu, Xiaofang Zhou",Yehong Xu,English,"Route planning plays an increasingly important role in our society, and the routing results, which are the paths that vehicles actually travel in a road network, which influence the traffic condition naturally. However, the existing routing algorithms cannot consider the routing results and their influence simultaneously, so traffic congestion could be created when many vehicles are directed to follow similar routes. In this paper, we propose the Global Routing Optimization problem that aims to minimize traffic congestion by continuously evaluating traffic conditions for a set of routing tasks. It is non-trivial to achieve this global optimization goal, as routing and traffic condition evaluation is both time-consuming and interdependent. To break this dependency, we propose a global routing optimization paradigm that can evaluate the routing results’ influence on the traffic condition, and then plan the routes accordingly. To?…",Conference paper,https://ieeexplore.ieee.org/abstract/document/10184713/,2,xu2023global,"Route planning,Road network"
2023,DASFAA,Trajectory Representation Learning Based on Road Network Partition for Similarity Computation,"Jiajia Li, Mingshen Wang, Lei Li, Kexuan Xin, Wen Hua, Zhou, Xiaofang",Jiajia Li,English,"In the tasks of location-based services and vehicle trajectory mining, trajectory similarity computation is the fundamental operation and affects both the efficiency and effectiveness of the downstream applications. Existing trajectory representation learning works either use grids to cluster trajectory points or require external information such as road network types, which is not good enough in terms of query accuracy and applicable scenarios. In this paper, we propose a novel partition-based representation learning framework PT2vec for similarity computation by exploiting the underlying road segments without extra information. To reduce the number of words and ensure that two spatially similar trajectories have embeddings closely located in the latent feature space, we partition the network into multiple sub-networks where each is represented by a word. Then we adopt the GRU-based seq2seq model for word?…",Conference paper,https://link.springer.com/chapter/10.1007/978-3-031-30637-2_26,2,li2023trajectory,"Similarity Query,Representation Learning,Seq2Seq Model"
2022,Australasian Database Conference,A Top-Down Scheme for Coverage Centrality Queries on Road Networks,"Yehong Xu, Mengxuan Zhang, Ruizhong Wu, Lei Li, Xiaofang Zhou",Yehong Xu,English,"Coverage Centrality is an important metric to evaluate the node importance in road networks. However, the current solutions have to compute the coverage centrality of all the nodes together, which is resource-wasting especially when only some nodes’ centrality is required. In addition, they have poor adaption to the dynamic scenario because of the computation inefficiency. In this paper, we focus on the coverage centrality query problem and propose an efficient algorithm to compute the centrality of a single node efficiently in both static and dynamic scenarios, with the help of the intra-region pruning, inter-region pruning, and top-down search. Experiments validate the efficiency and effectiveness of our algorithm compared with the state-of-the-art method.",Conference paper,https://link.springer.com/chapter/10.1007/978-3-031-15512-3_3,1,xu2022top,"Coverage Centrality,Road network,Shortest path"
2024,World Wide Web,Efficient processing of coverage centrality queries on road networks,"Yehong Xu, Mengxuan Zhang, Ruizhong Wu, Lei Li, Xiaofang Zhou",Yehong Xu,English,"Coverage Centrality is an important metric to evaluate vertex importance in road networks. However, current solutions have to compute the coverage centrality of all the vertices together, which is resource-wasting, especially when only some vertices centrality is required. In addition, they have poor adaption to the dynamic scenario because of the computation inefficiency. In this paper, we focus on the coverage centrality query problem and propose a method that efficiently computes the centrality of single vertices without relying on the underlying graph being static by employing the intra-region pruning, inter-region pruning, and top-down search. We further propose the bottom-up search and mixed search to improve efficiency. Experiments validate the efficiency and effectiveness of our algorithms compared with the state-of-the-art method.",Article,https://link.springer.com/article/10.1007/s11280-024-01248-5,0,xu2024efficient,"Coverage centrality,Road networks,Shortest paths"
2024,IEEE Transactions on Knowledge and Data Engineering,I/O-Efficient Multi-Criteria Shortest Paths Query Processing on Large Graphs,"Xinjie Zhou, Kai Huang, Lei Li, Mengxuan Zhang, Xiaofang Zhou",Xinjie Zhou,English,"Shortest path computation is a basic operation for many graph-based applications and has been extensively studied. However, most existing works only consider the optimal path of a single criterion but ignore real-world situations involving multiple criteria. This paper investigates a new Multi-Criteria Shortest Paths (MCSPs) problem, aiming to compute the shortest paths of all criteria between a vertex pair. It is significant for real-world applications such as GPS navigation and social network analysis. Nevertheless, the rapid growth of graph size or memory-limited devices poses a memory-constraint challenge, making the adaptation of existing methods extremely time-consuming. To solve the memory-constraint MCSPs problem, we propose a general  STOP & SHARE  scheme to synchronize the search speeds of all criteria for sharing partition accesses. Two algorithms called  OHP  and  MHP , adopting the one-hop?…",Article,https://ieeexplore.ieee.org/abstract/document/10496202/,0,zhou2024efficient,"Shortest Paths, Multi-criteria, I/O-efficient, Large Graph"
2023,arXiv preprint arXiv:2310.08213,A Universal Scheme for Partitioned Dynamic Shortest Path Index,"Mengxuan Zhang, Xinjie Zhou, Lei Li, Ziyi Liu, Goce Trajcevski, Yan Huang, Xiaofang Zhou",Mengxuan Zhang,English,"Graph partitioning is a common solution to scale up the graph algorithms, and shortest path (SP) computation is one of them. However, the existing solutions typically have a fixed partition method with a fixed path index and fixed partition structure, so it is unclear how the partition method and path index influence the pathfinding performance. Moreover, few studies have explored the index maintenance of partitioned SP (PSP) on dynamic graphs. To provide a deeper insight into the dynamic PSP indexes, we systematically deliberate on the existing works and propose a universal scheme to analyze this problem theoretically. Specifically, we first propose two novel partitioned index strategies and one optimization to improve index construction, query answering, or index maintenance of PSP index. Then we propose a path-oriented graph partitioning classification criteria for easier partition method selection. After that, we re-couple the dimensions in our scheme (partitioned index strategy, path index, and partition structure) to propose five new partitioned SP indexes that are more efficient either in the query or update on different networks. Finally, we demonstrate the effectiveness of our new indexes by comparing them with state-of-the-art PSP indexes through comprehensive evaluations.",Article,https://arxiv.org/abs/2310.08213,0,zhang2023universal, Partitioned Shortest Path
2023,IEEE Transactions on Knowledge and Data Engineering,Efficient Frequency-based Randomization for Spatial Trajectories under Differential Privacy,"Fengmei Jin, Wen Hua, Lei Li, Boyu Ruan, Xiaofang Zhou",Fengmei Jin,English,"The uniqueness of trajectory data for user re-identification has received unprecedented attention as the increasing popularity of location-based services boosts the excessive collection of daily trajectories with sufficient spatiotemporal coverage. Consequently, leveraging or releasing personally-sensitive trajectories without proper protection severely threatens individual privacy despite simply removing IDs. Trajectory privacy protection is never a trivial task due to the trade-off between privacy protection, utility preservation, and computational efficiency. Furthermore,  recovery attack , one of the most threatening attacks specific to trajectory data, has not been well studied in the current literature. To tackle these challenges, we propose a frequency-based randomization model with a rigorous differential privacy guarantee for privacy-preserving trajectory data publishing. In particular, two randomized mechanisms are?…",Article,https://ieeexplore.ieee.org/abstract/document/10273430/,0,jin2023efficient,"Differential privacy, re-identification attack,recovery attack, frequency randomization, hierarchical grid index"
2022,The 19th IEEE International Conference on Ubiquitous Intelligence and Computing,Continuously Monitoring Optimal Routes With Collective Spatial Keywords on Road Networks,"Jiajia Li, Zongbo Wang, Yifei Zhang, Liang Zhao, Lei Li, Chuanyu Zong",Jiajia Li,English,"The keyword-aware route planning problem, which returns the best route satisfying all the user-specified keywords, has attracted more and more research attention. However, existing research work mainly focuses on improving the efficiency of snapshot queries, but does not consider continuously monitoring queries. This paper is the first to investigate the continuous Optimal Routes with Collective Spatial Keywords (ORCSK) problem, which continuously returns the optimal route that can collectively cover the required spatial keywords for the given path on which a user is travelling. The direct solution is to perform multiple snapshot queries, which is obviously inefficient and infeasible. Based on the state-of-the-art algorithm DAPrune for answering ORCSK, we Figure out the safe-region for queries based on two proposed theorem, which means that results do not change within this region. Moreover, when the user?…",Conference paper,https://ieeexplore.ieee.org/abstract/document/10189471/,0,li2022continuously,"spatial keywords, keyword-aware route planning, continuous, safe-region"
2020,IEEE International Symposium on Parallel and Distributed Processing with?…,Efficient Multi-Request Route Planning on Road Network,"Jiajia Li, Jiahui Hu, Lei Li, Xing Xiong, Xiufeng Xia",Jiajia Li,English,"Given a source node, a destination node and a request list, the result of the requirement-oriented route planning is a path which has minimum distance/travel time/money and could satisfy all the requests at the same time. Most of the previous studies supposed that each Point-Of-Interest (POI) provides only one type of service, which is known as the trip planning query (TPQ). The problem is more complicated if each POI provides multiple services, which is called multi-request route planning (MRRP) problem. The existing MRRP method is designed based on A* algorithm in the POI network. However, they need a huge amount of calculations to get the heuristic values based on the detour distances, which is inefficient especially for large scale road networks. Moreover, it doesn't pay attention to the request on the list which is hard to satisfy. If some required service can be provided only by one node, this node should?…",Conference paper,https://ieeexplore.ieee.org/abstract/document/9443723/,0,li2020efficient,"Road network,Route Planning,A* Algorithm,trip planning query"
