Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi
2023,IEEE Internet of Things Journal,Trajectory Optimization for Target Localization Using Time Delays and Doppler Shifts in Bistatic Sonar-Based Internet of Underwater Things,"Chenglin Zhang, Wentao Shi, Zijun Gong, Qunfei Zhang, Cheng Li",Chenglin Zhang,English,"Efficient target localization is critical to many marine applications in the Internet of Underwater Things (IoUT). Doppler effect becomes more predominant in the underwater environment when the relative speed of the moving object, i.e., the observer, to the signal propagation speed in water is much larger than that in the air. This along with the observer-target geometry will bring in a notable impact on the localization performance. In this article, we derive the Cramér–Rao lower bound (CRLB) and formulate the A-optimality criterion-based observer trajectory optimization problem to improve the localization performance based on time delay and Doppler shift measurements. We show that in the worst case scenario, there will be a conflict between the nonaccessible zone constraint and the observer dynamics constraint, which will lead to an erroneous result. To address this problem, we propose a warning zone-based …",Article,https://ieeexplore.ieee.org/abstract/document/10104072/
2023,IEEE Transactions on Signal Processing,High-accuracy positioning services for high-speed vehicles in wideband mmwave communications,"Zijun Gong, Xuemin Sherman Shen, Cheng Li, Yuhui Song, Ruoyu Su",Zijun Gong,English,"It is expected that the sixth-generation (6G) cellular networks will provide high-accuracy positioning services. For the millimeter wave (mmWave) frequency band in 6G, both the Doppler and the spatial wideband effects can lead to channel variation in time and space domains, respectively. However, the impact of these effects on the positioning performance is not well studied. In this paper, we will investigate this issue and show that these two effects are not only challenges, but also provide great opportunities in terms of positioning in vehicular networks. Particularly, we will conduct system modeling, algorithm design, and fundamental performance analysis of simultaneous localization and communications (SLAC) in mmWave-based vehicular networks, exclusively dependent on channel state information. The major challenge in algorithm design is the high computational complexity that comes with the huge antenna …",Article,https://ieeexplore.ieee.org/abstract/document/10288428/
2023,IEEE/CAA Journal of Automatica Sinica,"Fundamental limits of doppler shift-based, TOA-based, and TDOA-based underwater localization","Zijun Gong, Cheng Li, Ruoyu Su",Zijun Gong,English,"Dear Editor, This paper is concerned with the underwater localization based on acoustic signals. Specifically, we will focus on the search of an underwater target that can constantly broadcast a beacon signal, such as a black box. Common measurements for localization are Doppler shift [1], time of arrival (ToA) [2]–[4], time difference of arrival (TDoA) [5], [6], angle of arrival (AoA) [7], etc. In this paper we will investigate the fundamental limits of Doppler shift-Based, ToA-Based, TDoA-based underwater localization. Note that AoA is not covered, because Doppler shift can be viewed as one type of AoA. The discussion will focus on short-baseline positioning with a mobile anchor, i.e., an autonomous underwater vehicle (AUV). Due to the large distance and the limited battery life of the AUV, the target is quite likely to lie outside the convex hull of the AUV's trajectory. In such cases, we will show that accurate localization is …",Article,https://ieeexplore.ieee.org/abstract/document/10153725/
2021,2021 International Wireless Communications and Mobile Computing (IWCMC …,A Mobile Node Assisted Localization System for Wireless Sensor Networks,"Ruoyu Su, Xiaolin Pang, Zijun Gong, Cheng Li, Xueheng Tao, Fan Jiang",Ruoyu Su,English,"Wireless sensor network (WSN), consisting of several sensor nodes, is one of the most promising technologies emerged in the past decade. The positioning system for WSN is particularly meaningful and widely used in the military surveillance, air-sea rescue, traffic monitoring, and etc. However, the traditional positioning system always suffers from deployment and maintenance of anchors. In this paper, we propose a positioning system employing a Raspberry Pi platform attached to a DJI drone as a mobile anchor. The DJI drone can serve as multiple virtual anchors by moving and broadcasting its location information periodically. Thus, it is possible to localize sensor node by itself when the sensor node collects the drone's position. A Gauss-Newton method is applied to improve the accuracy of the proposed positioning system. We also elaborate the adaption of the Gauss-Newton method with the geodetic …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9498987/
2020,Encyclopedia of Wireless Networks,Multiple Access Techniques,"Fan Jiang, Zijun Gong, Kun Hao, Yan Zhang",Fan Jiang,English,"In cognitive radio networks, the media access control (MAC) protocols need to determine the availability of spectrum resource through spectrum sensing and coordinate with the other secondary users (SUs) for spectrum access, so that the spectrum resource is efficiently utilized without harmful interference to the primary users (PUs).",Article,https://link.springer.com/content/pdf/10.1007/978-3-319-78262-1_236.pdf
2024,IEEE Transactions on Vehicular Technology,Unsynchronized Underwater Localization with Isogradient Sound Speed Profile and Anchor Location Uncertainties,"Haiyan Zhao, Zijun Gong, Jing Yan, Cheng Li, Xinping Guan",Haiyan Zhao,English,"Precise underwater localization has been very challenging due to the unsynchronized clock, stratification effect, and anchor location uncertainties. Although some localization methods have been proposed, they are all based on very strong and certain impractical assumptions, such as perfect time synchronization, constant underwater sound speed, or absolutely accurate anchor location information. In this paper, we investigate the underwater localization problem under more realistic conditions. By jointly considering the isogradient underwater sound speed profile (SSP) and anchor location uncertainties, an unsynchronized localization algorithm based on time-differenceof-arrival (TDoA) measurements will be presented. The target node initiates the localization process and anchors will respond by reporting their location with the corresponding time stamps. Due to the isogradient SSP, the linear relation between …",Article,https://ieeexplore.ieee.org/abstract/document/10416699/
2023,IEEE Sensors Journal,Target tracking using time delay and Doppler shift with nonnegligible motion effect in bistatic sonar,"Chenglin Zhang, Wentao Shi, Zijun Gong, Qunfei Zhang, Cheng Li",Chenglin Zhang,English,"This article investigates the target tracking problem using time delay and Doppler shift measurements obtained by bistatic sonar. The motions of the target, transmitter and receiver result in their real locations to be different from the initial locations during every observation period. Knowing that the measurement model is related to the locations, neglecting the motion effect will bring model bias, especially when the motion speeds are significant relative to underwater sound speed. Incorporating the motion effect into the measurement model to address the model bias problem will introduce the unknown real locations to make the tracking problem challenging. We shall transform the unknown real locations to be expressions with respect to the target state by solving their corresponding quadratic equations. The motion-compensated extended Kalman filter (MC-EKF) is next developed by deriving exact Jacobian and using …",Article,https://ieeexplore.ieee.org/abstract/document/10145060/
2023,ICC 2023-IEEE International Conference on Communications,Joint doppler and direction of arrival (DOA) based underwater localization with a mobile anchor,"Cheng Li, Zijun Gong, Xueheng Tao",Cheng Li,English,"For underwater localization, mobile anchors are generally preferred because they are easy to deploy and retrieve, such as the autonomous underwater vehicle (AUV). However, a big disadvantage is that we can only install small sonar arrays on AUVs due to their limited size. This leads to poor angular domain resolution. On the other hand, the mobility makes it possible for us to capture multiple snapshots of the acoustic signals when the AUV is located at different positions, and synthesize a virtual array, i.e., the Doppler effect. In this case we can equivalently obtain a large virtual uniform planar array (UPA), which gives much higher spatial resolution and positioning accuracy. Mathematically, we have not only the DoA (Direction of Arrival) measurements, but also the Doppler shift measurements for positioning. In this paper, we propose a low-complexity algorithm to jointly estimate Doppler shift and DoA. Based on …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10279662/
2021,2021 International Wireless Communications and Mobile Computing (IWCMC …,A Review of Channel Modeling Techniques for Internet of Underwater Things,"Ruoyu Su, Mingye Ju, Zijun Gong, Cheng Li, Ramachandran Venkatesan",Ruoyu Su,English,"Internet of underwater things (IoUT) attracts many interests in these years both in academia and industry, such as marine data collection, pollution monitoring, and offshore exploration. As a fundamental issue of IoUT, the underwater acoustic channel experiences long delay and temporal-spatial uncertainty compared with terrestrial communications and networks. It is difficult to capture full characteristics of the underwater acoustic channel by statistical models. In this paper, we investigate the properties of acoustic propagation in seawater and different underwater acoustic channel models. Moreover, we survey five underwater acoustic channel models, including ray-theoretical model, normal mode model, multipath expansion model, fast-field model, and parabolic equation model, which are the corresponding solutions of the wave equation. We conclude the paper with the characteristics of each model in terms of …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9498623/
2024,IEEE Transactions on Signal Processing,High Accuracy AUV-Aided Underwater Localization: Far-Field Information Fusion Perspective,"Ruoyu Su, Zijun Gong, Cheng Li, Shuai Han",Ruoyu Su,English,"An autonomous underwater vehicle (AUV) can be employed to estimate an underwater target's position using the Doppler shift measurement extracted from received signals. Conventionally, the received signals have to be divided into several short frames so that the Doppler shift is constant in each one. When the AUV is far away from the target, the signal to noise ratio (SNR) is quite low. An intuitive solution is to increase the frame length to suppress noise and boost SNR. However, it is worth noting that the Doppler shift is actually changing over time, and the prolonged frame length will inevitably induce modeling error. This is a fundamental dilemma in the Doppler-shift-based underwater localization. In this paper, we reveal that the assumption of constant Doppler shift comes from the zero-th order Taylor expansion of the real-time model. To increase the frame length without jeopardizing the model accuracy, we …",Article,https://ieeexplore.ieee.org/abstract/document/10474484/
2022,Smart Ships,Smart AUV-Assisted Localization and Time Synchronization of Underwater Acoustic Devices,"Zijun Gong, Fan Jiang, Ruoyu Su, Cheng Li",Zijun Gong,English,"The localization and time synchronization of Underwater Acoustic Devices (UADs) have many potential applications in industry and scientific research. This can be done by deploying location-aware fixed anchors on the sea surface or bottom. However, this solution has poor accuracy and induces huge costs. In recent years, with the surge of Autonomous Underwater Vehicles (AUVs), the possibility of employing smart AUVs as mobile anchors have been extensively discussed. In this chapter, three smart AUV-assisted underwater localization and time synchronization techniques will be introduced, based on ToA (Time of Arrival), Doppler shift, and linear frequency modulated signals. The system model will be presented in detail, and the corresponding algorithms will be briefly discussed. For each of them, some preliminary numerical evaluations are conducted to directly show their performance.",Conference paper,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003025924-8/smart-auv-assisted-localization-time-synchronization-underwater-acoustic-devices-zijun-gong-fan-jiang-ruoyu-su-cheng-li
2021,2021 International Wireless Communications and Mobile Computing (IWCMC …,Analysis of Outage Probability for Millimeter Wave Communications,"Ruoyu Su, Xiaolin Pang, Zijun Gong, Cheng Li, Xueheng Tao, Fan Jiang",Ruoyu Su,English,"As the data traffic in future wireless communications will explosively grow up to 1000-fold by the deployment of 5G, several technologies are emerging to satisfy this demand, including multiple-input multiple-output (MIMO), millimeter wave communications, Non-orthogonal Multiple Access (NOMA), etc. Millimeter wave communication is a promising solution since it can provide tens of GHz bandwidth by fundamentally exploring higher unoccupied spectrum resources. As the wavelength of higher frequency shrinks, it is possible to design more compact antenna array with large number of antennas with independent RF (Radio Frequency) chains, causing high cost and complexity. By exploring the spatial sparsity of the millimeter wave channels, lens antenna array has been investigated recently as a promising choice with limited RF chains and low complexity. In this paper, we investigate the outage probability for …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9498811/
2021,Memorial University of Newfoundland,Mobile node-aided localization and tracking in terrestrial and underwater networks,Zijun Gong,Zijun Gong,,"In large-scale wireless sensor networks (WSNs), the position information of individual sensors is very important for many applications. Generally, there are a small number of position-aware nodes, referred to as the anchors. Every other node can estimate its distances to the surrounding anchors, and then employ trilateration or triangulation for self-localization. Such a system is easy to implement, and thus popular for both terrestrial and underwater applications, but it suffers from some major drawbacks. First, the density of the anchors is generally very low due to economical considerations, leading to poor localization accuracy. Secondly, the energy and bandwidth consumptions of such systems are quite significant. Last but not the least, the scalability of a network based on fixed anchors is not good. Therefore, whenever the network expands, more anchors should be deployed to guarantee the required performance. Apart from these general challenges, both terrestrial and underwater networks have their own specific ones. For example, realtime channel parameters are generally required for localization in terrestrial WSNs. For underwater networks, the clock skew between the target sensor and the anchors must be considered. That is to say, time synchronization should be performed together with localization, which makes the problem complicated. An alternative approach is to employ mobile anchors to replace the fixed ones. For terrestrial networks, commercial drones and unmanned aerial vehicles (UAVs) are very good choices, while autonomous underwater vehicles (AUVs) can be used for underwater applications. Mobile anchors can move …",Conference paper,http://research.library.mun.ca/id/eprint/14928
2020,Encyclopedia of Wireless Networks,Hidden and Exposed Terminal Problems,"Zijun Gong, Fan Jiang",Zijun Gong,English,"558 Heterogeneous Networks Through Multi-resources Deployment, Performance Enhancement for the result value of both caching and computing depend on communications.",Conference paper,https://link.springer.com/content/pdf/10.1007/978-3-319-78262-1_234.pdf
2020,Encyclopedia of Wireless Networks,Asynchronous Coordination Techniques,"Ruoyu Su, Dengyin Zhang, Ramachandran Venkatesan, Cheng Li, Zijun Gong, Fan Jiang",Ruoyu Su,English,"A Wireless Sensor Network (WSN) consists of spatially distributed autonomous devices using sensors to monitor physical or environmental conditions. A WSN system incorporates a gateway that provides wireless connectivity back to the wired world and distributed nodes. Machine learning (ML) is the science of getting computers to learn and act like humans do and improve their learning over time in autonomous fashion, by feeding those data and information in the form of observations and real-world interactions.",Article,https://link.springer.com/content/pdf/10.1007/978-3-319-78262-1_235.pdf
