Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi
2023,Springer,mmWave Massive MIMO Vehicular Communications,"Xiang Cheng, Shijian Gao, Liuqing Yang",Xiang Cheng,English,"The automobile industry is currently shifting from “driving by humans” to “driving by intelligence.” Such a transformative evolution is primarily propelled by fastincreasing onboard sensors, with which the vehicles are gaining unprecedented degrees of intelligence. Numerous sensors will inevitably bring in massive sensory data, making reliable and swift information transfer an urgent and crucial issue. Existing wireless solutions include DSRC and LTE-V2X, both permitting lowvolume message delivery. However, due to the limited bandwidth, they are still far from meeting the Gbps-level data rate regulated by the automobile industry. The current limitation inevitably motivated the exploration of the mmWave band, where vast spectrum resources are available for high-speed information transfer. Besides the bandwidth merit, mmWave’s inherent short wavelength allows a natural combination with massive MIMO for …",Conference paper,https://link.springer.com/content/pdf/10.1007/978-3-030-97508-1.pdf
2024,IEEE Transactions on Wireless Communications,Integrated sensing and communications towards proactive beamforming in mmWave V2I via multi-modal feature fusion (MMFF),"Haotian Zhang, Shijian Gao, Xiang Cheng, Liuqing Yang",Haotian Zhang,English,"The future of vehicular communication networks relies on mmWave massive multi-input-multi-output antenna arrays for intensive data transfer and massive vehicle access. However, reliable vehicle-to-infrastructure links require exact alignment between the narrow beams, which traditionally involves excessive signaling overhead. To address this issue, we propose a novel proactive beamforming scheme that integrates multi-modal sensing and communications via Multi-Modal Feature Fusion Network (MMFF-Net), which is composed of multiple neural network components with distinct functions. Unlike existing methods that rely solely on communication processing, our approach obtains comprehensive environmental features to improve beam alignment accuracy. We verify our scheme on the Vision-Wireless (ViWi) dataset, which we enriched with realistic vehicle drifting behavior. Our proposed MMFF-Net achieves …",Article,https://ieeexplore.ieee.org/abstract/document/10566572/
2020,IEEE Wireless Communications Letters,Pre-compensation-assisted generalized beam index modulation (PC-GBIM) for mmWave massive MIMO over doubly selective channels,"Yajun Fan, Shijian Gao, Xiang Cheng, Liuqing Yang",Yajun Fan,English,"To better serve future vehicular network, we judiciously design an anti-Doppler index modulation termed as pre-compensation assisted generalized beam index modulation (PC-GBIM) for wideband mmWave massive multiple-input multiple-output (mMIMO) systems. The proposed PC-GBIM design comprises two key elements. First, we generalize the existing beam index modulation (BIM) from the hybrid narrowband to hybrid wideband systems and from activating single beam to activating multiple beams. Secondly, an effective first-order Doppler pre-compensator is introduced to assist index modulation, such that the originally complicated block-based maximum likelihood (ML) detection degenerates into the simple subcarrier-based ML detection. Both the theoretical analyses and numerical simulations have been made and demonstrate the superiority over existing alternatives in doubly-selective channels.",Article,https://ieeexplore.ieee.org/abstract/document/9240070/
2021,IEEE Wireless Communications Letters,BER-minimizing precoded wideband generalized beamspace modulation for hybrid mmWave massive MIMO,"Shijian Gao, Jinpeng Li, Xiang Cheng, Liuqing Yang",Shijian Gao,English,"Generalized beamspace modulation (GBM) unleashes a higher multiplexing gain via fewer radio-frequency chains, making it an attractive uplink transmission solution to hybrid mmWave massive multiple-input multiple-output systems. Leaping from its wideband form, namely, wideband GBM (WGBM), a further enhanced version termed precoded WGBM (P-WGBM) will be studied, striving for performance improvement by actively involving the digital precoder. Unfortunately, the seemingly “straightforward” extension proves to be challenging because of the precoding constraint and computation complexity. To overcome these obstacles, this letter has carefully formulated an optimization problem, aiming to find an optimal precoder that retains GBM’s multiplexing merit. By exploiting the beamspace properties, we arrive at an efficient technique to achieve near-optimal precoding. Whist keeping all major advantages of …",Article,https://ieeexplore.ieee.org/abstract/document/9606179/
2024,arXiv preprint arXiv:2403.10417,Beam Pattern Modulation Embedded mmWave Hybrid Transceiver Design Towards ISAC,"Boxun Liu, Shijian Gao, Zonghui Yang, Xiang Cheng",Boxun Liu,English,"Integrated Sensing and Communication (ISAC) emerges as a promising technology for B5G/6G, particularly in the millimeter-wave (mmWave) band. However, the widespread adoption of hybrid architecture in mmWave systems compromises multiplexing gain due to limited radio-frequency chains, resulting in mediocre performance when embedding sensing functionality. To avoid sacrificing the spectrum efficiency in hybrid structures while addressing performance bottlenecks in its extension to ISAC, we present an optimized beam pattern modulation-embedded ISAC (BPM-ISAC). BPM-ISAC applies index modulation over beamspace by selectively activating communication beams, aiming to minimize sensing beampattern mean squared error (MSE) under communication MSE constraints through dedicated hybrid transceiver design. Optimization involves the analog part through a min-MSE-based beam selection algorithm, followed by the digital part using an alternating optimization algorithm. Convergence and asymptotic pairwise error probability (APEP) analyses accompany numerical simulations, validating its overall enhanced ISAC performance over existing alternatives.",Article,https://arxiv.org/abs/2403.10417
2024,arXiv preprint arXiv:2408.00429,Augmenting Channel Simulator and Semi-Supervised Learning for Efficient Indoor Positioning,"Yupeng Li, Xinyu Ning, Shijian Gao, Yitong Liu, Zhi Sun, Qixing Wang, Jiangzhou Wang",Yupeng Li,English,"This work aims to tackle the labor-intensive and resource-consuming task of indoor positioning by proposing an efficient approach. The proposed approach involves the introduction of a semi-supervised learning (SSL) with a biased teacher (SSLB) algorithm, which effectively utilizes both labeled and unlabeled channel data. To reduce measurement expenses, unlabeled data is generated using an updated channel simulator (UCHS), and then weighted by adaptive confidence values to simplify the tuning of hyperparameters. Simulation results demonstrate that the proposed strategy achieves superior performance while minimizing measurement overhead and training expense compared to existing benchmarks, offering a valuable and practical solution for indoor positioning.",Article,https://arxiv.org/abs/2408.00429
2024,arXiv preprint arXiv:2407.00896,"Channel Modeling Aided Dataset Generation for AI-Enabled CSI Feedback: Advances, Challenges, and Solutions","Yupeng Li, Gang Li, Zirui Wen, Shuangfeng Han, Shijian Gao, Guangyi Liu, Jiangzhou Wang",Yupeng Li,English,"The AI-enabled autoencoder has demonstrated great potential in channel state information (CSI) feedback in frequency division duplex (FDD) multiple input multiple output (MIMO) systems. However, this method completely changes the existing feedback strategies, making it impractical to deploy in recent years. To address this issue, this paper proposes a channel modeling aided data augmentation method based on a limited number of field channel data. Specifically, the user equipment (UE) extracts the primary stochastic parameters of the field channel data and transmits them to the base station (BS). The BS then updates the typical TR 38.901 model parameters with the extracted parameters. In this way, the updated channel model is used to generate the dataset. This strategy comprehensively considers the dataset collection, model generalization, model monitoring, and so on. Simulations verify that our proposed strategy can significantly improve performance compared to the benchmarks.",Article,https://arxiv.org/abs/2407.00896
2024,arXiv preprint arXiv:2406.14440,LLM4CP: Adapting Large Language Models for Channel Prediction,"Boxun Liu, Xuanyu Liu, Shijian Gao, Xiang Cheng, Liuqing Yang",Boxun Liu,English,"Channel prediction is an effective approach for reducing the feedback or estimation overhead in massive multi-input multi-output (m-MIMO) systems. However, existing channel prediction methods lack precision due to model mismatch errors or network generalization issues. Large language models (LLMs) have demonstrated powerful modeling and generalization abilities, and have been successfully applied to cross-modal tasks, including the time series analysis. Leveraging the expressive power of LLMs, we propose a pre-trained LLM-empowered channel prediction method (LLM4CP) to predict the future downlink channel state information (CSI) sequence based on the historical uplink CSI sequence. We fine-tune the network while freezing most of the parameters of the pre-trained LLM for better cross-modality knowledge transfer. To bridge the gap between the channel data and the feature space of the LLM, preprocessor, embedding, and output modules are specifically tailored by taking into account unique channel characteristics. Simulations validate that the proposed method achieves SOTA prediction performance on full-sample, few-shot, and generalization tests with low training and inference costs.",Article,https://arxiv.org/abs/2406.14440
2024,arXiv preprint arXiv:2405.14347,Doubly-Dynamic ISAC Precoding for Vehicular Networks: A Constrained Deep Reinforcement Learning (CDRL) Approach,"Zonghui Yang, Shijian Gao, Xiang Cheng",Zonghui Yang,English,"Integrated sensing and communication (ISAC) technology is essential for enabling the vehicular networks. However, the communication channel in this scenario exhibits time-varying characteristics, and the potential targets may move rapidly, creating a doubly-dynamic phenomenon. This nature poses a challenge for real-time precoder design. While optimization-based solutions are widely researched, they are complex and heavily rely on perfect prior information, which is impractical in double dynamics. To address this challenge, we propose using constrained deep reinforcement learning (CDRL) to facilitate dynamic updates to the ISAC precoder design. Additionally, the primal dual-deep deterministic policy gradient (PD-DDPG) and Wolpertinger architecture are tailored to efficiently train the algorithm under complex constraints and variable numbers of users. The proposed scheme not only adapts to the dynamics based on observations but also leverages environmental information to enhance performance and reduce complexity. Its superiority over existing candidates has been validated through experiments.",Article,https://arxiv.org/abs/2405.14347
2024,arXiv preprint arXiv:2405.09778,Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication,"Boxun Liu, Shijian Gao, Zonghui Yang, Xiang Cheng, Liuqing Yang",Boxun Liu,English,"Integrated sensing and communication (ISAC) emerges as a promising technology for B5G/6G, particularly in the millimeter-wave (mmWave) band. However, the widely utilized hybrid architecture in mmWave systems compromises multiplexing gain due to the constraints of limited radio frequency chains. Moreover, additional sensing functionalities exacerbate the impairment of spectrum efficiency (SE). In this paper, we present an optimized beam pattern modulation-embedded ISAC (BPM-ISAC) transceiver design, which spares one RF chain for sensing and the others for communication. To compensate for the reduced SE, index modulation across communication beams is applied. We formulate an optimization problem aimed at minimizing the mean squared error (MSE) of the sensing beampattern, subject to a symbol MSE constraint. This problem is then solved by sequentially optimizing the analog and digital parts. Both the multi-aperture structure (MAS) and the multi-beam structure (MBS) are considered for the design of the analog part. We conduct theoretical analysis on the asymptotic pairwise error probability (APEP) and the Cram\'er-Rao bound (CRB) of direction of arrival (DoA) estimation. Numerical simulations validate the overall enhanced ISAC performance over existing alternatives.",Article,https://arxiv.org/abs/2405.09778
2024,arXiv preprint arXiv:2403.13314,Superposed IM-OFDM (S-IM-OFDM): An Enhanced OFDM for Integrated Sensing and Communications,"Zonghui Yang, Shijian Gao, Xiang Cheng, Liuqing Yang",Zonghui Yang,English,"Integrated sensing and communications (ISAC) is a critical enabler for emerging 6G applications, and at its core lies in the dual-functional waveform design. While orthogonal frequency division multiplexing (OFDM) has been a popular basic waveform, its primitive version falls short in sensing due to the inherent unregulated auto-correlation properties. Furthermore, the sensitivity to Doppler shift hinders its broader applications in dynamic scenarios. To address these issues, we propose a superposed index-modulated OFDM (S-IM-OFDM). The proposed scheme improves the sensing performance without excess power consumption by translating the energy efficiency of IM-OFDM onto sensing-oriented signals over OFDM. Also, it maintains excellent communication performance in time-varying channels by leveraging the sensed parameters to compensate for Doppler. Compared to conventional OFDM, the proposed S-IM-OFDM waveform exhibits better sensing capabilities and wider applicability in dynamic scenarios. Both theoretical analyses and simulations corroborate its dual benefits.",Article,https://arxiv.org/abs/2403.13314
2023,模式识别与人工智能,应用于毫米波车车通信的多模态感知辅助波束预测,文韦博， 张浩天， 高诗简， 程翔， 杨柳青,文韦博， 张浩天， 高诗简， 程翔， 杨柳青,Chinese,,Article,https://scholar.google.com/scholar?cluster=5597183967189393529&hl=en&oi=scholarr
2023,IGARSS 2023-2023 IEEE International Geoscience and Remote Sensing Symposium …,Integrated Distributed Wireless Sensing with Over-The-Air Federated Learning,"Shijian Gao, Jia Yan, Georgios B Giannakis",Shijian Gao,English,"Over-the-air federated learning (OTA-FL) is a communication-effective approach for achieving distributed learning tasks. In this paper, we aim to enhance OTA-FL by seamlessly combining sensing into the communication-computation integrated system. Our research reveals that the wireless waveform used to convey OTA-FL parameters possesses inherent properties that make it well-suited for sensing, thanks to its remarkable auto-correlation characteristics. By leveraging the OTA-FL learning statistics, i.e., means and variances of local gradients in each training round, the sensing results can be embedded therein without the need for additional time or frequency resources. Finally, by considering the imperfections of learning statistics that are neglected in the prior works, we end up with an optimized the transceiver design to maximize the OTA-FL performance. Simulations validate that the proposed method not only …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10282842/
2022,IEEE Transactions on Wireless Communications,Wireless Multi-Casting for Wideband Millimeter-Wave System With 1-bit DAC,"Shijian Gao, Xiang Cheng, Liuqing Yang",Shijian Gao,English,"Wireless multi-casting is an efficient transmission modality for downlink network control and content sharing. Conventional multi-casting amounts to finding an optimized beamforming vector under a specific performance metric and without the need of a dedicated treatment at the receiver. However, the so-called  one-fit-all  strategy is not directly applicable to mmWave systems equipped with 1-bit digital-to-analog converters (DAC), prompting us to develop a new multi-casting framework. The overarching design is built upon a vector-based instead of a scalar-based modulation, with which the multi-casting exhibits special features on both the transmitter and receiver. Specifically, we start by revealing the theoretical fundamentals for multi-casting under different 1-bit setups. Then, we design an iterative scheme to generate high-order constellations by establishing the equivalence between the codeword basis and low …",Article,https://ieeexplore.ieee.org/abstract/document/9969649/
2022,University of Minnesota,Millimeter-Wave Massive MIMO Communications with Restricted Architectures: Harness More with Less,Shijian Gao,Shijian Gao,,"Communication at millimeter-wave (mmWave) frequencies (ranging from 30~ 300 GHz) has been unanimously recognized as the essential remedy for addressing the current cellular spectrum bottleneck. The exploration of this uncharted band commenced by the lower end (28GHz) and now taps into the higher (60GHz) or even sub-Terahertz (100GHz) bands, making mmWave communication a powerful pillar in future wireless networks. Unlike the precedent generations deploying digital transceivers, the fifth-generation (5G) mmWave networks adopt the so-called restricted (hybrid or low-bit) architecture to alleviate power requirements and over-all cost. Aside from hardware limitations, the unique channel propagation environment and remarkably augmented signal dimension necessitate a paradigm-shifting design. To this end, the research investigation in this thesis deals with physical-layer mmWave …",Conference paper,https://search.proquest.com/openview/cce6892409680d40f357fce73f5e167f/1?pq-origsite=gscholar&cbl=18750&diss=y
