Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi
2022,International Journal of Mechanical Sciences 218,Design of graded piezoelectric metamaterial beam with spatial variation of electrodes,"Yupei Jian, Lihua Tang*, Guobiao Hu*, Zhaoyu Li, Kean C Aw",Yupei Jian,English,"This work presents a novel strategy of broadband vibration attenuation using a graded piezoelectric metamaterial beam. A series of electrode pairs with varying lengths are applied to the fully covered piezoelectric beam, and each electrode pair is connected to an identical shunt resonant circuit. Unlike the existing grading strategies, which normally consider the varying material properties of local resonators, the proposed graded metamaterial enables us to broaden the vibration attenuation region through varying spatial profiles. In this paper, the graded metamaterial beam is modeled analytically and verified by finite element. Subsequently, an analytical expression is derived to predict the “aggregated” gap region with graded electrodes. A parametric study on the transmittance response reveals that the increase of spatial variation of electrodes contributes to widening the attenuation region while weakening the …",Article,https://www.sciencedirect.com/science/article/pii/S0020740322000066
2021,Wave Motion 104,Low-frequency flexural wave attenuation in metamaterial sandwich beam with hourglass lattice truss core,"Zhenkun Guo, Guobiao Hu, Vladislav Sorokin, Lihua Tang, Xiaodong Yang, Jun Zhang",Zhenkun Guo,English,"Though lightweight sandwich structures have been extensively applied in practical engineering, it remains a challenge to control wave propagation and vibration in these structures in a low-frequency range. In this work, the band structure of flexural waves in a metamaterial sandwich beam (MSB) with hourglass lattice truss core is investigated using the transfer matrix method (TMM). The hourglass truss structure with lumped masses is modelled as a series of local resonators with determined equivalent stiffnesses and masses. A metamaterial dual-beam (MDB) model is then established to describe the MSB, and the MDB model is noted to be equivalent to the conventional metamaterial beam (CMB) model under base excitation. The MSB is further studied directly by the finite element method that confirmed the MSB can be represented by the CMB through the transmittance analysis and band structure analysis …",Article,https://www.sciencedirect.com/science/article/pii/S0165212521000482
2021,Journal of Applied Physics,Energy localization and topological protection of a locally resonant topological metamaterial for robust vibration energy harvesting,"Chunbo Lan, Guobiao Hu*, Lihua Tang, Yaowen Yang",Chunbo Lan,English,"During the past decade, metamaterial-based vibration energy harvesters (meta-VEHs) have been increasingly developed owing to the extraordinary characteristics of metamaterials, such as locally resonant bandgap, defect state, and wave focusing features. In this paper, the interface state, a feature recently found in topological metamaterials, is exploited for low-frequency vibration energy harvesting. The topological meta-VEH consists of two kinds of locally resonant metamaterials with different topological phases and a piezoelectric transducer being installed at the interface between these two metamaterials. First, the governing equations of the topological meta-VEH are established based on the mass–spring model. Subsequently, the dispersion relation of such a one-dimensional topological meta-VEH is obtained by applying Bloch's theorem. It is revealed that the interface mode can be attained in the low …",Article,https://pubs.aip.org/aip/jap/article/129/18/184502/158405
2022,Applied Energy 306,Triboelectric energy harvesting using an origami-inspired structure,"Guobiao Hu, Chaoyang Zhao, Yaowen Yang, Xin Li, Junrui Liang",Guobiao Hu,English,"In this work, the design, fabrication and test of a novel Origami-inspired triboelectric nanogenerator (TENG) are presented. The excellent performance of the proposed Origami-TENG is attributed to its stacked architecture and, thereby, the enlarged effective contact area. The mechanism of effective area enlargement is explained through mathematical proof. The strips used to fabricate the Origami structure are engineered with three layers. For one of the three-layered strips, the top and bottom layers are triboelectric materials with strong negative charge affinities. The middle layer is made of conductive material to constitute the electrode for collecting and guiding the charges induced on the surfaces of the triboelectric materials. The other three-layered conductive strip plays the role of the electrode with a middle polymer layer to provide high flexibility. The performance improvement is validated by the experimental …",Article,https://www.sciencedirect.com/science/article/pii/S0306261921013325
2022,Mechanical Systems and Signal Processing 177,A cantilever-type vibro-impact triboelectric energy harvester for wind energy harvesting,"Chaoyang Zhao, Guobiao Hu, Yaowen Yang",Chaoyang Zhao,English,"This paper presents a novel wind energy harvester utilizing galloping effect coupled with triboelectric-based energy conversion to convert the flow-induced structural vibration into electricity. The proposed harvester comprises a host cantilever beam, a stopper, and a middle plate with one rotation degree of freedom. The triboelectric layers and electrodes are placed in between the surface of the stopper and middle plate. A bluff body is fixed at the free end of the host beam to induce galloping vibration, which drives the middle plate to contact with the stopper periodically, thus generating electricity due to the triboelectric-based conversion mechanism. The proposed harvester can harness energy from wind velocity as low as 2 m/s depending on the selection of cantilever beams. A distributed coupled aero-electro-mechanical model is formulated to investigate the dynamic behavior of the harvester. The impact between …",Article,https://www.sciencedirect.com/science/article/pii/S0888327022003429
2020,Journal of Intelligent Material Systems and Structures,Equivalent impedance and power analysis of monostable piezoelectric energy harvesters,"Chunbo Lan, Yabin Liao, Guobiao Hu, Lihua Tang",Chunbo Lan,English,"Nonlinearity has been successfully introduced into piezoelectric energy harvesting for power performance enhancement and bandwidth enlargement. While a great deal of emphasis has been placed by researchers on the structural design and broadband effect, this article is motivated to investigate the maximum power of a representative type of nonlinear piezoelectric energy harvesters, that is, monostable piezoelectric energy harvester. An equivalent circuit is proposed to analytically study and explain system behaviors. The effect of nonlinearity is modeled as a nonlinear stiffness element mechanically and a nonlinear capacitive element electrically. Facilitated by the equivalent circuit, closed-form solutions of power limit and critical electromechanical coupling, that is, minimum coupling to reach the power limit, of monostable piezoelectric energy harvesters are obtained, which are used for a clear explanation of …",Article,https://journals.sagepub.com/doi/abs/10.1177/1045389X20930080
2020,International Journal of Energy Research,Bluff body with built‐in piezoelectric cantilever for flow‐induced energy harvesting,"Min Zhang#, Guobiao Hu#, Junlei Wang",Min Zhang#,English," This paper investigates a flow‐induced vibration energy harvester comprising a piezoelectric beam (piezo‐beam) installed within a hollow circular cylinder. Under the flow excitation, the energy‐harvesting system including the cylinder and the piezo‐beam vibrates and generates electricity. A lumped parametric model incorporating the fluid‐structure interaction (FSI) is developed to evaluate the performance of the proposed energy harvester. Based on the theoretical analysis, several guidelines on the design and optimization of the proposed energy harvester are provided. Subsequently, a numerical model is used to simulate the FSI between the proposed system and the external flow field. Finally, a physical prototype is fabricated and an experiment is conducted to test the actual performance for validation. The theoretical analysis results are verified by the numerical and experimental results.",Article,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.5164
2022,International Journal of Mechanical Sciences 223,"Theoretical, numerical, and experimental studies of a frequency up-conversion piezoelectric energy harvester","Zhongjie Li, Xuzhang Peng, Guobiao Hu*, Yan Peng",Zhongjie Li,English,"This paper presents the study of a two-degree-of-freedom (2DoF) stacked piezoelectric energy harvester (SPEH). The high performance of the 2DoF SPEH is achieved by the frequency up-conversion mechanism, which is realized by introducing a mechanical limiter. A theoretical model of the 2DoF SPEH is developed. A piecewise linear function describes the impact interaction that incurs the frequency up-conversion phenomenon. The approximated analytical solution is derived using the averaging method. Moreover, an equivalent circuit model (ECM) is established to capture the dynamic characteristics of the SPEH. Experiments are conducted to validate the theoretical and ECM models. The effects of system parameters on the SPEH's output performance are investigated. Due to the impact-induced amplitude truncation effect, the operation bandwidth of the SPEH is substantially enlarged. For instance, the …",Article,https://www.sciencedirect.com/science/article/pii/S0020740322002144
2020,Journal of Intelligent Material Systems and Structures,Tunable metamaterial beam using negative capacitor for local resonators coupling,"Guobiao Hu, Jiawen Xu, Lihua Tang, Chunbo Lan, Raj Das",Guobiao Hu,English,"This article presents a theoretical study of a tunable metamaterial beam for low-frequency broadband vibration suppression. First, the mechanism of employing the shunt circuit technique to realize the internal coupling between two adjacent local resonators is introduced. The working principle of the proposed metamaterial beam by integrating the shunt circuit technique is demonstrated. The stability of the proposed metamaterial beam is then analysed, and the corresponding criterion is proposed. Subsequently, analytical models of the proposed metamaterial beam are developed. The band structures and the transmittances are calculated. The analytical study demonstrates the generation of multiple band gaps using a shunt negative capacitance circuit, which is equivalent to a coupling spring. A parametric study is conducted to investigate the effect of the equivalent coupling stiffness on the band gaps and the …",Article,https://journals.sagepub.com/doi/abs/10.1177/1045389X19891575
2022,Symmetry,Frequency up-conversion for vibration energy harvesting: A review,"Xin Li, Guobiao Hu, Zhenkun Guo, Junlei Wang, Yaowen Yang, Junrui Liang",Xin Li,English,"A considerable amount of ambient vibration energy spreads over an ultra-low frequency spectrum. However, conventional resonant-type linear energy harvesters usually operate within high and narrow frequency bands, which cannot match the frequencies of many vibration sources. If the excitation frequency deviates a bit from the natural frequency of an energy harvester, the energy harvesting performance will deteriorate drastically. Because of the ultra-low frequency characteristic, it is challenging to reliably harvest energy from the ambient vibrations. To address this mismatching issue, the ultra-low frequency ambient vibrations are converted into high-frequency oscillations using certain mechanical mechanisms, which are termed frequency up-conversion techniques. This paper reviews the existing approaches that can realize frequency up-conversion for enhancing energy harvesting from low-frequency vibration sources. According to their working mechanisms, the existing methods are classified into three categories: impact-based, plucking-based, and snap-through-based approaches. The working principles of the three approaches are explained in detail. Representative designs from all categories are reviewed. This overview on the state-of-the-art frequency up-conversion technology would guide the better design of future kinetic energy harvesting systems.",Conference paper,https://www.mdpi.com/2073-8994/14/3/631
2020,Smart Materials and Structures,A twist piezoelectric beam for multi-directional energy harvesting,"Guobiao Hu, Junrui Liang, Chunbo Lan, Lihua Tang",Guobiao Hu,English,"This paper develops a twist beam for multi-directional energy harvesting using piezoelectric transduction. The working principle of the multi-directional ability is explained by the theory of a pre-twisted beam. A simulation study is performed for concept verification and revealing the potential advantages of the proposed twist-beam vibration energy harvester (VEH). A physical prototype is fabricated and an experimental study is conducted to evaluate the actual performance of the proposed twist-beam VEH for validation. The results show that for the excitation comes from any direction in the plane in parallel with the beam cross-section, the proposed twist-beam VEH can produce a substantial amount of power. The optimal resistance is independent of the excitation direction. Moreover, it is found that the relationships between the output voltage amplitude and the excitation direction are different for the cases around the …",Article,https://iopscience.iop.org/article/10.1088/1361-665X/abb648/meta
2021,Journal of Sandwich Structures & Materials,Sound transmission through sandwich plate with hourglass lattice truss core,"Zhen-Kun Guo, Guobiao Hu, Vladislav Sorokin, Yi Yang, Lihua Tang",Zhen-Kun Guo,English,"This article is devoted to investigating sound insulation performance of a simply supported sandwich plate with an hourglass lattice core. The governing equations of lattice core sandwich plate are established using the Reissner sandwich plate theory. The solutions are derived using Fourier series expansion. The developed model is verified through the comparison with the results of the models from the existing literature, as well as finite element method (FEM). The effects of various structural and material parameters, the incident angle, and azimuth angle of the incident sound on sound insulation characteristics are investigated. It is demonstrated that the sandwich plate with the hourglass lattice core can outperform that with the traditional lattice cores. This work provides useful guidelines for the design of lightweight lattice sandwich structures in the application of sound insulation.",Article,https://journals.sagepub.com/doi/abs/10.1177/1099636220906819
2020,International Journal of Energy Research,An experimental study of a two‐degree‐of‐freedom galloping energy harvester,"Guobiao Hu, Junlei Wang, Hongwei Qiao, Liya Zhao, Zhaoyu Li, Lihua Tang",Guobiao Hu,English, The cut‐in wind speed and the power output are the two main concerns of a galloping energy harvester. A good galloping energy harvester is expected to have a low cut‐in wind speed and a high power output. This paper proposes a two‐degree‐of‐freedom (2‐DOF) galloping‐based piezoelectric energy harvester (GPEH) by mounting a secondary beam onto a primary piezoelectric cantilever beam. An experimental study is conducted to evaluate the actual energy harvesting performance of the proposed 2‐DOF GPEH. The effects of the secondary beam length and the mounting position on the cut‐in wind speed and the power output are investigated. It is revealed that the introduction of the secondary beam can reduce the cut‐in wind speed from 2.372 m/s to 1.961 m/s. Mounting the secondary beam further away from the bluff body weakens the influence of the secondary beam on the energy harvesting …,Article,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.5878
2021,IEEE Internet of Things Journal,ViPSN-pluck: A transient-motion-powered motion detector,"Xin Li, Hong Tang, Guobiao Hu, Bao Zhao, Junrui Liang",Xin Li,English,"The emerging energy harvesting technology facilitates the development of ubiquitous and everlasting battery-free motion detectors. This article introduces a robust design of the transient-motion-powered motion detector, which is called ViPSN-pluck. “ViPSN” is the acronym for the vibration-powered sensing node while “pluck” stands for the plucking-motion energy harvester. By using a piezo-magneto-elastic structure, ViPSN-pluck can efficiently harvest energy from a transient motion. By properly making good use of this tiny harvested energy, ViPSN-pluck can effectively carry out motion detection and Bluetooth low-energy (BLE) wireless communication. Given the concurrency of mechanical potential energy precharging and motion detection, the transient-motion plucking energy harvester used in ViPSN-pluck has the merit of high energy reliability. This unique feature is unprecedented in the solar and radio …",Article,https://ieeexplore.ieee.org/abstract/document/9490318/
2022,Mechanical Systems and Signal Processing 165,Local resonator stimulated polarization transition in metamaterials and the formation of topological interface states,"Guobiao Hu, Chunbo Lan, Lihua Tang, Yaowen Yang",Guobiao Hu,English,"Developing the acoustic-elastic analogy of a topological insulator has attracted extensive research attention in recent years. Designs developed in the literature strongly rely on reforming the host structure of a system to achieve topology transition. In this article, an innovative topological metamaterial is presented. Unlike topological phononic crystals, the proposed topological metamaterial has a uniform host structure without any phononic crystal features. The band inversion and polarization transition are achieved by manipulating the design of local resonators. It has been proven that by changing the coupling spring constant of local resonators, the mode topologies at the bound states associated with the band gaps can be converted. Three polarization transition points have been found from the bound evolution analysis, and all of them possess the capability of stimulating topological interface states in the …",Article,https://www.sciencedirect.com/science/article/pii/S088832702100741X
2022,Energy 253,Wake galloping energy harvesting in heat exchange systems under the influence of ash deposition,"Junlei Wang, Chengyun Zhang, Guobiao Hu*, Xiaowei Liu, Huadong Liu*, Zhien Zhang, Raj Das",Junlei Wang,English,"Since the fluid flows in heat exchange systems contain hydrokinetic energies, flow-induced vibration (FIV) energy harvesting technology can be potentially applied to collect electrical energy. Different from the applications in traditional scenarios, cylinder bluff bodies implemented in the heat exchange systems will inevitably suffer from ash deposition. This study proposes a wake galloping energy harvester to be used in heat exchange systems and focuses on investigating the effects of different ash deposition types on the energy harvesting performance. According to different ash deposition types, bell-shaped and horn-shaped cylinder bluff bodies are designed to consider the ash deposition effect. Wind tunnel experiments are conducted to investigate the performance of the wake galloping piezoelectric energy harvester (PEH) with different upstream ash deposit cylinders, at various space distances and under …",Article,https://www.sciencedirect.com/science/article/pii/S0360544222010787
2022,Smart Materials and Structures,Adaptive genetic algorithm enabled tailoring of piezoelectric metamaterials for optimal vibration attenuation,"Yupei Jian, Lihua Tang*, Guobiao Hu*, Yuesheng Wang, Kean C Aw",Yupei Jian,English,"Piezoelectric metamaterials with shunt resonant circuits have been extensively investigated for their tunability in bandgaps. However, the vibration attenuation ability induced by the electromechanical coupling is generally weaker than that of mechanical metamaterials, limiting their applications in engineering practice. This research presents a non-uniform piezoelectric metamaterial beam with shunt circuit parameters optimized by an adaptive genetic algorithm (AGA) for tailoring the vibration attenuation zone. First, the non-uniform piezoelectric metamaterial beam is modeled for transmittance analysis and verified by the finite element method. By simultaneously tuning the resonance frequencies and the resistance of the shunt circuits, it is conceptually demonstrated that the attenuation zone can be broadened, and the undesired localized vibration modes can be mitigated. Subsequently, two optimization strategies …",Article,https://iopscience.iop.org/article/10.1088/1361-665X/ac775d/meta
2022,Mechanical Systems and Signal Processing 165,A unified equivalent circuit and impedance analysis method for galloping piezoelectric energy harvesters,"Chunbo Lan, Yabin Liao, Guobiao Hu",Chunbo Lan,English,"In the past decade, galloping-based energy harvesters (GPEH) connected with various interface circuits have been developed and analytical models have been built. However, the power performances of these advanced structures and circuits are always treated separately, and a general model is missing to gain insights at a system level. To tackle this issue, this paper proposes a unified analysis framework for GPEHs. Its results are consistent with validated (but disconnected) results in the literature. The method provides an integrated view of the physics of linear GPEHs in multiple domains at the system level, and elucidates the similarities and differences among power behaviors of GPEHs connected with various interface circuits. The framework is based on two major elements: an equivalent circuit that represents the entire system, and an equivalent impedance that represents the interface circuit. Firstly, the …",Article,https://www.sciencedirect.com/science/article/pii/S0888327021006968
2021,Smart Materials and Structures,A wind-induced negative damping method to achieve high-energy orbit of a nonlinear vibration energy harvester,"Chunbo Lan, Guobiao Hu#, Weiyang Qin, Yabin Liao",Chunbo Lan,English,"Maintaining high-energy orbit oscillation of a nonlinear vibration energy harvester (VEH) is the key to achieve high-performance, broadband energy harvesting. Conventional orbit-jump strategies, such as mechanical modulation or electrical control methods, need to consume the limited harvested energy and may unfavourably reduce the energy harvesting efficiency. To avoid the undesired energy consumption, we focus on utilizing the overlooked wind energy to assist a nonlinear VEH to attain the preferred high-energy orbit. The novel orbit-jump method proposed in this letter is based on the wind-induced negative damping mechanism and the resultant self-excited behaviour. Both numerical simulation and experimental results validate the feasibility of the proposed method to efficiently trigger the high-energy orbit oscillations of a nonlinear VEH. Moreover, the required wind energy to achieve self-excited …",Article,https://iopscience.iop.org/article/10.1088/1361-665X/abd962/meta
2023,International Journal of Mechanical Sciences 242,Etching metasurfaces on bluff bodies for vortex-induced vibration energy harvesting,"Junlei Wang, Ye Zhang, Ming Liu, Guobiao Hu*",Junlei Wang,English,"Bluff bodies play crucial roles in affecting the functionality of wind energy harvesting systems. Inspired by the versatility and wide application of metasurfaces in many fields, we propose to etch several metasurface patterns on a cylinder bluff body and investigate their effects on vortex-induced vibration (VIV). A general lumped parameter model is developed for VIV piezoelectric energy harvesters (VIVPEHs). Three-dimensional CFD simulation models are built to obtain the lift and drag coefficients. Wind tunnel tests are conducted to experimentally study the dynamics and evaluate the voltage output. The theoretical results matched well with the experimental ones. It is unveiled that etching the concave metasurface patterns on the bluff bodies has a significant influence on the dynamic behavior of the bluff body, thus enhancing or suppressing VIV. Beside, we demonstrate the influences of the etched metasurface …",Article,https://www.sciencedirect.com/science/article/pii/S0020740322008943
2023,Engineering Structures 275,Analytical and experimental study of a metamaterial beam with grading piezoelectric transducers for vibration attenuation band widening,"Yupei Jian, Guobiao Hu, Lihua Tang, Wei Tang, Moein Abdi, Kean C Aw",Yupei Jian,English,"This paper analytically and experimentally investigates the potential of a piezoelectric metamaterial beam with a spatial grading pattern for broadband vibration attenuation. Distributed bimorph piezoelectrics with varying lengths form the “graded” manner. A fully coupled analytical model based on the transfer matrix function is developed to exhibit the vibration attenuation capabilities. The band structure of the graded supercell structure and the transmittance response of the finite-length counterpart show that the bandwidth of the vibration attenuation zone can be significantly broadened by the spatial variation of the piezoelectric transducers, while multiple resonant-related passbands/peaks occur. By properly introducing electrical damping (e.g., 200 Ω), the resonant peaks can be significantly attenuated. Subsequently, for the first time, we experimentally confirmed the broadband vibration attenuation performance of …",Article,https://www.sciencedirect.com/science/article/pii/S0141029622011671
2022,Journal of Intelligent Material Systems and Structures,Improved theoretical analysis and design guidelines of a two-degree-of-freedom galloping piezoelectric energy harvester,"Guobiao Hu, Junrui Liang, Lihua Tang, Junlei Wang",Guobiao Hu,English,"This paper presents an improved analysis of a two-degree-of-freedom (2DOF) galloping-based piezoelectric energy harvester (GPEH). First, an overview of the 2DOF GPEH, together with some discussions on its physical implementation, are presented. The theoretical model of the 2DOF GPEH is then developed. The analytical solutions are derived using the harmonic balance method. The dynamic behaviour of the 2DOF GPEH is predicted according to the solution characteristics. Moreover, the mode activation mechanism of the 2DOF GPEH is theoretically unveiled: depending on the system parameters; there may exist a single or multiple stable solutions which correspond to different vibration modes of the 2DOF GPEH. Subsequently, an equivalent circuit model of the 2DOF GPEH is established. Circuit simulations are performed to verify the analytical solutions. Case studies through detailed theoretical analysis …",Article,https://journals.sagepub.com/doi/abs/10.1177/1045389X211011681
