Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi
2020,ACM Transactions on Internet Technology (TOIT),Introduction to the Special Issue on Evolution of IoT Networking Architectures,"Rute C Sofia, Eve M Schooler, Dirk Kutscher, Chris Winkler",Rute C Sofia,English,"We are pleased to bring to you the ACM ToIT Special Issue on “Evolution of IoT Networking Architectures.” The Internet of Things (IoT) has resulted in environments that must manage large amounts of data generation, the placement and migration of computation and storage, and the need to support distributed queries and ubiquitous analytics. This special issue has gathered leadingedge scientific research and insights on the impact the IoT has had on the evolution of communication architectures and protocols; how best to support diverse communication requirements in the context of different IoT scenarios, ranging from industrial to consumer-based IoT; how to adequately define and address interoperability, within and across different layers in the network architecture, leveraging cross-layer design; and, finally, how to design a more unified next generation Internet architecture and end-to-end protocol stack, given …",Conference paper,https://dl.acm.org/doi/fullHtml/10.1145/3406087
2020,RFC Editor,RFC 8763: Deployment Considerations for Information-Centric Networking (ICN),"A Rahman, D Trossen, D Kutscher, R Ravindran",A Rahman,English,"Information-Centric Networking (ICN) is now reaching technological maturity after many years of fundamental research and experimentation.  This document provides a number of deployment considerations in the interest of helping the ICN community move forward to the next step of live deployments.  First, the major deployment configurations for ICN are described, including the key overlay and underlay approaches.  Then, proposed deployment migration paths are outlined to address major practical issues, such as network and application migration.  Next, selected ICN trial experiences are summarized.  Finally, protocol areas that require further standardization are identified to facilitate future interoperable ICN deployments.  This document is a product of the Information-Centric Networking Research Group (ICNRG).",Conference paper,https://dl.acm.org/doi/abs/10.17487/RFC8763
2024,arXiv preprint arXiv:2407.15221,Secure Web Objects: Building Blocks for Metaverse Interoperability and Decentralization,"Tianyuan Yu, Xinyu Ma, Varun Patil, Yekta Kocaogullar, Yulong Zhang, Jeff Burke, Dirk Kutscher, Lixia Zhang",Tianyuan Yu,English,"This position paper explores how to support the Web's evolution through an underlying data-centric approach that better matches the data-orientedness of modern and emerging applications. We revisit the original vision of the Web as a hypermedia system that supports document composability and application interoperability via name-based data access. We propose the use of secure web objects (SWO), a data-oriented communication approach that can reduce complexity, centrality, and inefficiency, particularly for collaborative and local-first applications, such as the Metaverse and other collaborative applications. SWO are named, signed, application-defined objects that are secured independently of their containers or communications channels, an approach that leverages the results from over a decade-long data-centric networking research. This approach does not require intermediation by aggregators of identity, storage, and other services that are common today. We present a brief design overview, illustrated through prototypes for two editors of shared hypermedia documents: one for 3D and one for LaTeX. We also discuss our findings and suggest a roadmap for future research.",Article,https://arxiv.org/abs/2407.15221
2024,IEEE Open Journal of the Communications Society,"Networked Metaverse Systems: Foundations, Gaps, Research Directions","Yulong Zhang, Dirk Kutscher, Ying Cui",Yulong Zhang,English,"This article discusses ‘Metaverse’ from a technical perspective, focusing on networked systems aspects. Based on a technical definition of the ‘Metaverse’, we examine the current state and challenges in communication and networking within Metaverse systems. We describe the state-of-the-art in different enabling Metaverse technologies and provide a technical analysis of current Metaverse system architectures. We then detail the state-of-the-art and the gaps in four areas: communication performance, mobility, large-scale operation, and end system architecture. Based on our analysis, we formulate a vision for future Metaverse infrastructure, outlining goals, design concepts, and suggested research directions.",Article,https://ieeexplore.ieee.org/abstract/document/10592027/
2024,ACM Computing Surveys,A Survey on Content Retrieval on the Decentralised Web,"Navin Keizer, Onur Ascigil, Michal Król, Dirk Kutscher, George Pavlou",Navin Keizer,English,"The control, governance, and management of the web have become increasingly centralised, resulting in security, privacy, and censorship concerns. Decentralised initiatives have emerged to address these issues, beginning with decentralised file systems. These systems have gained popularity, with major platforms serving millions of content requests daily. Complementing the file systems are decentralised search engines and name-registry infrastructures, together forming the basis of a decentralised web. This survey article analyses research trends and emerging technologies for content retrieval on the decentralised web, encompassing both academic literature and industrial projects. Several challenges hinder the realisation of a fully decentralised web. Achieving comparable performance to centralised systems without compromising decentralisation is a key challenge. Hybrid infrastructures, blending …",Conference paper,https://dl.acm.org/doi/abs/10.1145/3649132
2024,,RFC 9556 Internet of Things (IoT) Edge Challenges and Functions,"J Hong, YG Hong, X de Foy, M Kovatsch, E Schooler, D Kutscher",J Hong,English,"Many Internet of Things (IoT) applications have requirements that cannot be satisfied by centralized cloud-based systems (ie, cloud computing). These include time sensitivity, data volume, connectivity cost, operation in the face of intermittent services, privacy, and security. As a result, IoT is driving the Internet toward edge computing. This document outlines the requirements of the emerging IoT edge and its challenges. It presents a general model and major components of the IoT edge to provide a common basis for future discussions in the Thing-to-Thing Research Group (T2TRG) and other IRTF and IETF groups. This document is a product of the IRTF T2TRG.",Conference paper,https://dl.acm.org/doi/pdf/10.17487/RFC9556
2024,IEEE Communications Magazine,INTERNET OF THINGS,"Hengyi Sun, Jinlong Shen, Alfred Chan, Boris Lee, Xiaoping Luo, Changjiang Sun, Peter Kietzmann, José Alamos, Dirk Kutscher, Thomas C Schmidt, Matthias Wählisch, Wei Liu, Haojun Huang, Hao Yin, Geyong Min, Yunhao Yuan, Dapeng Wu, Longwen Hu, Pushpendu Kar, Guanqiao Qu, Chenguang He, Qian Chen, Weixiao Meng, Yuben Qu, Hao Sun, Chao Dong, Jiawen Kang, Haipeng Dai, Qihui Wu, Song Guo, Paulo HL Rettore, Philipp Ziner, Mohammed Alkhowaiter, Cliff Zou, Peter Sevenich, Mohammad Amin Saeidi, Hina Tabassum, Mohamed-Slim Alouini, Yeunwoong Kyung, Haneul Ko, Jaewook Lee, Sangheon Pack, Noik Park, Namseok Ko",Hengyi Sun,English,,Article,https://ieeexplore.ieee.org/abstract/document/10401889/
2023,Proceedings of the 10th ACM Conference on Information-Centric Networking,SoK: Distributed Computing in ICN,"Wei Geng, Yulong Zhang, Dirk Kutscher, Abhishek Kumar, Sasu Tarkoma, Pan Hui",Wei Geng,English,"Information-Centric Networking (ICN), with its data-oriented operation and generally more powerful forwarding layer, provides an attractive platform for distributed computing. This paper provides a systematic overview and categorization of different distributed computing approaches in ICN encompassing fundamental design principles, frameworks and orchestration, protocols, enablers, and applications. We discuss current pain points in legacy distributed computing, attractive ICN features, and how different systems use them. This paper also provides a discussion of potential future work for distributed computing in ICN.",Conference paper,https://dl.acm.org/doi/abs/10.1145/3623565.3623712
2022,Proceedings of the ACM SIGCOMM Workshop on Future of Internet Routing …,"Namespaces, security, and network addresses","Andy Reid, Philip Eardley, Dirk Kutscher",Andy Reid,English,"This paper examines ways in which future Internet routing and addressing can improve the support for the microservices framework in ways that are evolutionary from it. Three areas are proposed as areas to be studied and developed. First, bringing the application compiler/runtime environment and the distribution orchestrator closer together such that they can share information of namespaces and mapping to lower level addressing. This would allow greater flexibility in application development and much greater optimisation of the distribution at runtime. Second, developing semantic routing as a layered framework based on information understood within a layer and information transparent to a layer. This allows semantic routing to be introduced in an evolutionary fashion. Third, embracing private networking as a primary construct of future Internet routing and addressing. This meets many practical requirements …",Conference paper,https://dl.acm.org/doi/abs/10.1145/3527974.3545716
2022,,Statement: RESTful Information-Centric Networking,"Dirk Kutscher, David Oran",Dirk Kutscher,English,"Web applications today utilize the Representation State Transfer (REST) architectural pattern, depending on HTTP, TLS, and either TCP or QUIC as the protocol substrate to build upon. Our vision is to achieve the key properties of REST using ICN protocols as an alternative. We argue that this is feasible given some of the recent advances in ICN protocol development and that the resulting suite is simpler and potentially having better performance and robustness properties. Our sketch of an ICN-based protocol framework addresses secure and efficient establishment and continuation of REST communication sessions, without giving up key ICN properties, such as consumer anonymity and flow balance.",Conference paper,https://www.academia.edu/download/113513666/3517212.pdf
