Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi
2023,mmWave Massive MIMO Vehicular Communications,Millimeter-Wave Massive MIMO Vehicular Channel Modeling,"Xiang Cheng, Shijian Gao, Liuqing Yang",Xiang Cheng,English,"This chapter works on developing a novel three-dimensional (3D) non-stationary irregular-shaped geometry-based stochastic model (IS-GBSM) for beyond 5G and 6G vehicle-to-vehicle (V2V) mmWave massive multiple-input multiple-output (MIMO) channels. The proposed IS-GBSM utilizes distinguishable dynamic clusters and static clusters to explore the impact of vehicular traffic density (VTD) on channel statistics. Specifically, the developed method generates dynamic/static correlated clusters by an improved K-Means clustering algorithm. Then, by employing a birth-death process based on correlated groups, the consistency in birth and death between dynamic/static correlated clusters during time-array evolution is modeled. Finally, extensive simulations are carried out and demonstrate that space-time-frequency non-stationarity has been accurately captured, and the influence of VTDs on channel statistics has …",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-97508-1_2
2023,mmWave Massive MIMO Vehicular Communications,Generic Millimeter-Wave Multi-User Transceiver Design,"Xiang Cheng, Shijian Gao, Liuqing Yang",Xiang Cheng,English,"This chapter works on crafting a generally enhanced transceiver explicitly for wideband multi-user (wMU) mmWave massive multiple-input multiple-output (mMIMO), aiming to maximize mutual information (MI). The proposed scheme follows the prevalent hybrid block diagonalization (HBD-)based framework and further proves that HBD is optimal in the sense of MI. Specifically, the transceiver design decouples hybrid processing into two-stage analog and digital processing, with which one can derive the MI bounds associated with HBD. After demonstrating the bound tightness, we obtain the excellent HBD transceivers by optimizing the lower bound. The proposed HBD technique does not rely on substantial computational complexity, striking channel sparsity, or high-resolution analog beamformers and can achieve a superb MI performance even with inferior hardware configurations.",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-97508-1_4
2023,mmWave Massive MIMO Vehicular Communications,Millimeter-Wave Index Modulation for Vehicular Uplink Access,"Xiang Cheng, Shijian Gao, Liuqing Yang",Xiang Cheng,English,"This chapter works on proposing an advanced index modulation (IM) scheme to underpin mmWave vehicular uplink access. The designed IM roots from a spectrum efficiency (SE-) enhanced technique, namely generalized beamspace modulation (GBM), but has generalized it from the narrow-band to realistic wideband scenarios via a symbol-based modulating framework. Besides, the result wideband GBM (wGBM) is accompanied by a dedicated Doppler compensation module to enhance its robustness against Doppler. The proposed single-user wGBM is further extended to a wideband multi-user (wMU) scenario to support massive connection and ultra-fast speed for the next-generation cellular. A well-design detector is carefully devised for in wMU-wGBM based on the message-passing algorithm. It can effectively alleviate the computational complexity and maintain a near-optimal performance in large-scale …",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-97508-1_5
2023,mmWave Massive MIMO Vehicular Communications,Millimeter-Wave Vehicular Channel Estimation,"Xiang Cheng, Shijian Gao, Liuqing Yang",Xiang Cheng,English,"This chapter works on designing an efficient channel estimator for hybrid mmWave massive multiple-input multiple-output (mMIMO) systems. The proposed doubly-sparse approach relies on a judiciously designed training pattern to decouple the convoluted channel. By doing so, it becomes convenient to exploit the under-investigated channel sparsity in the delay domain together with the well-known beamspace sparsity. Furthermore, dedicated probing strategies are accordingly developed to ensure compatibility with the hybrid structure while utilizing double sparsity. Compared with existing alternatives, the proposed mmWave channel estimator works exceptionally in doubly-selective (frequency-time) channels and can hugely reduce the training overhead, storage demand, and computational complexity thanks to the exploitation of double (delay-beamspace) sparsity.",Conference paper,https://link.springer.com/chapter/10.1007/978-3-030-97508-1_3
2022,IEEE Transactions on Wireless Communications,Resonant Beam SWIPT with Telescope and Second Harmonic,"Yunfeng Bai, Qingwen Liu, Liuqing Yang, Georgios B Giannakis, Wen Fang, Mingliang Xiong",Yunfeng Bai,English,"Simultaneous wireless information and power transfer (SWIPT) is a prospective technology that can handle the energy consumption and communication requirements in the Internet of Things. Resonant beam SWIPT (RB-SWIPT) scheme utilizes narrow optical beam as carrier and with spatially separated resonator structure, which can support high power and high rate SWIPT for mobile devices. However, the performance of original RB-SWIPT systems is limited by returning beam interference and transmission loss. In this paper, we propose a RB-SWIPT scheme for transmission-enhanced and anti-interference. The telescope internal modulator (TIM) and second harmonic generator (SHG) are adopted in the proposed system. The TIM can compress beams to reduce the transmission loss. The SHG can generate frequency-doubled beams to avoid interference. To evaluate the proposed system, we establish …",Article,https://ieeexplore.ieee.org/abstract/document/10002391/
2022,GLOBECOM 2022-2022 IEEE Global Communications Conference,Dynamic Many-to-Many Task Offloading in Vehicular Fog Computing: A Multi-Agent DRL Approach,"Zhiwei Wei, Bing Li, Rongqing Zhang, Xiang Cheng, Liuqing Yang",Zhiwei Wei,English,"Confronted with the increasing computation-intensive requirements of vehicular applications, vehicular fog computing (VFC) has emerged as the promising solution to mitigate the load at the edge of vehicular network. In VFC, vehicles are employed as vehicular fog nodes to provide reliable services with applicability. However, considering the individual serving and offloading intentions of the privately-owned vehicles, the many-to-many task offloading in dynamic vehicular environment becomes a challenging problem. In this paper, we propose a distributed dynamic many-to-many task offloading framework based on vehicle-to-vehicle (V2V) trading paradigm to improve the fog resource utilization in VFC. In order to reach an effective and stable offload-and-serve cooperation between vehicles as service demanders and vehicles as computation providers in the proposed framework, we formulate the trading process …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10001342/
2022,IEEE Transactions on Wireless Communications,Wireless Multi-casting for Wideband Millimeter-wave System with 1-bit DAC,"Shijian Gao, Xiang Cheng, Liuqing Yang",Shijian Gao,English,"Wireless multi-casting is an efficient transmission modality for downlink network control and content sharing. Conventional multi-casting amounts to finding an optimized beamforming vector under a specific performance metric and without the need of a dedicated treatment at the receiver. However, the so-called  one-fit-all  strategy is not directly applicable to mmWave systems equipped with 1-bit digital-to-analog converters (DAC), prompting us to develop a new multi-casting framework. The overarching design is built upon a vector-based instead of a scalar-based modulation, with which the multi-casting exhibits special features on both the transmitter and receiver. Specifically, we start by revealing the theoretical fundamentals for multi-casting under different 1-bit setups. Then, we design an iterative scheme to generate high-order constellations by establishing the equivalence between the codeword basis and low …",Article,https://ieeexplore.ieee.org/abstract/document/9969649/
2022,IEEE Wireless Communications Letters,Radar Integrated MIMO Communications for Multi-Hop V2V Networking,"Yajun Fan, Shijian Gao, Dongliang Duan, Xiang Cheng, Liuqing Yang",Yajun Fan,English,"In this letter, we introduce integrated sensing and communications (ISAC) to multi-hop vehicle-to-vehicle (V2V) networks and aim to augment end-to-end information delivery. As ISAC does not automatically guarantee excellence, we therefore carefully formulate two types of problems to jointly optimize power allocation and link selection. Via the proposed efficient solvers, either the power consumption or the outage probability can be significantly lowered than the traditional non-sensing-aided V2V. Aside from the sensed positioning information, the sensed velocity information is also exploited in V2V networking to help combat the Doppler shifts. Thanks to our optimum-ensuring scheme and merit-distilling analysis, this preliminary study is promising to provide a valuable guideline for the deployment of ISAC in future vehicular networks.",Article,https://ieeexplore.ieee.org/abstract/document/9963569/
2022,2022 14th International Conference on Wireless Communications and Signal …,Federated Spatio-Temporal Traffic Flow Prediction Based on Graph Convolutional Network,"Hanqiu Wang, Rongqing Zhang, Xiang Cheng, Liuqing Yang",Hanqiu Wang,English,"In recent years, traffic flow prediction has attracted increasing interest from both academia and industry, and existing data-driven learning models for traffic flow prediction have achieved excellent success. However, this requires a large number of datasets for efficient model training, while it is difficult to acquire all the data from one agent, and thus data collaboration among different agents becomes an attracting trend. Moreover, with the increase in the number of agents, how to perform accurate multi-agent traffic forecasting while protecting privacy is an important issue. To address this challenge, we introduce a privacy-preserving federated learning framework. In this paper, we propose a novel Dynamic Spatio-Temporal traffic flow prediction model based on graph convolutional network (DST-GCN), which incorporates both dynamic spatial and temporal dependence of intersection traffic. In addition, we provide an …",Conference paper,https://ieeexplore.ieee.org/abstract/document/10039323/
2022,IEEE Transactions on Wireless Communications,Confidence evaluation for machine learning schemes in vehicular sensor networks,"Xinhu Zheng, Sijiang Li, Yuru Li, Dongliang Duan, Liuqing Yang, Xiang Cheng",Xinhu Zheng,English,"In this paper, we study a cooperative perception scheme in a vehicular sensor network, attempting to fuse the semantic information provided by different sensors at multiple vehicles, so as to expand the vehicle’s perception range, eliminate blind spots, improve the ability to handle environmental interference and enhance the accuracy and robustness of the perception results. The key to guide the fusion process is the evaluation of the confidence levels of the outputs provided by various machine learning schemes implemented at individual sensors in the vehicular sensor network. We first propose an evaluation criterion termed as Environmental Sensitivity (ES), which is used to measure the sensitivity of the network to environmental changes. Based on the ES, we further evaluate the confidence of the perception output of neural networks and quantify the confidence level considering the abnormal level of the input …",Article,https://ieeexplore.ieee.org/abstract/document/9926978/
2022,Springer Nature,mmWave Massive MIMO Vehicular Communications,"Xiang Cheng, Shijian Gao, Liuqing Yang",Xiang Cheng,English,"The automobile industry is currently shifting from “driving by humans” to “driving by intelligence.” Such a transformative evolution is primarily propelled by fastincreasing onboard sensors, with which the vehicles are gaining unprecedented degrees of intelligence. Numerous sensors will inevitably bring in massive sensory data, making reliable and swift information transfer an urgent and crucial issue. Existing wireless solutions include DSRC and LTE-V2X, both permitting lowvolume message delivery. However, due to the limited bandwidth, they are still far from meeting the Gbps-level data rate regulated by the automobile industry. The current limitation inevitably motivated the exploration of the mmWave band, where vast spectrum resources are available for high-speed information transfer. Besides the bandwidth merit, mmWave’s inherent short wavelength allows a natural combination with massive MIMO for …",Conference paper,https://link.springer.com/content/pdf/10.1007/978-3-030-97508-1.pdf
2022,IEEE Transactions on Mobile Computing,OCVC: An overlapping-enabled cooperative vehicular fog computing protocol,"Zhiwei Wei, Bing Li, Rongqing Zhang, Xiang Cheng, Liuqing Yang",Zhiwei Wei,English,"With increasing time-critical and computation-intensive tasks generated by mobile applications, vehicular fog computing (VFC) has emerged as a promising solution to relieve the overload on roadside units (RSUs) or cloud centers. In VFC, tasks are offloaded to vehicular fog nodes local to the client devices, which exploits the under-explored computational resources of nearby vehicles. In this article, we propose a novel cooperative vehicular fog computing architecture from an overlapping perspective, termed Overlapping-enabled Cooperative Vehicular fog Computing (OCVC) to fully utilize vehicular fog nodes’ local potential resources. Different from traditional cooperative VFC architecture where each vehicle only works in one fog computing group at one time, the proposed OCVC architecture enables vehicles to participate in different computing groups simultaneously, and thus is able to fully exploit potential …",Article,https://ieeexplore.ieee.org/abstract/document/9910385/
2022,IEEE Transactions on Wireless Communications,A Model-Driven Security Analysis Approach for 5G Communications in Industrial Systems,"Xinge Li, Xiaoya Hu, Rongqing Zhang, Chunjie Zhou, Quan Yin, Liuqing Yang",Xinge Li,English,"5G communication network has become a major pillar in the evolution of interconnected industrial systems. However, the introduction of 5G network may lead to unknown risks in the systems. To reveal the impact of network threats on 5G-based industrial systems, a 5G network security analysis approach combining formal modeling and attack penetration is proposed. Firstly, the 5G network models based on topology and transmission events are established to cope with diverse and hidden attack routes and behaviors. Then, the attack module is integrated into the network model. With attack penetration to the models, potential vulnerabilities are exploited and quantified based on the hierarchical-topology model, and network reliability is evaluated based on the transmission-event model. The simulation results identify and quantify network vulnerabilities under various attacks, including access authentication failure …",Article,https://ieeexplore.ieee.org/abstract/document/9865867/
2022,IEEE Internet of Things Journal,Joint transmit power and trajectory optimization for two-way multihop UAV relaying networks,"Bing Li, Shengjie Zhao, Rongqing Zhang, Liuqing Yang",Bing Li,English,"Unmanned aerial vehicle (UAV) has been more and more widely used in military and civilian, with its unique advantages of flexibility, convenience, and wide coverage. As flying stations, UAVs can quickly set up relay communication links for different missions, to enhance the receiving signal power, increase the system capacity, and expand the communication coverage. In this article, we investigate a two-way multihop UAV relaying network, where there are two ground users as sources and multiple UAVs as relays to help the two ground sources exchange information. For the purpose of enhancing the efficiency of the investigated UAV-assisted relaying, we come up with a productive two-way multihop UAV relaying pattern, which can achieve a data rate of     data packets per time slot with the decode-and-forward protocol. Then, we further formulate a joint transmit power and trajectory optimization problem for …",Article,https://ieeexplore.ieee.org/abstract/document/9831450/
2022,IEEE Internet of Things Journal,Integrated sensing and communications (ISAC) for vehicular communication networks (VCN),"Xiang Cheng, Dongliang Duan, Shijian Gao, Liuqing Yang",Xiang Cheng,English,"With the unprecedented development of smart vehicles and roadside units equipped with wireless connectivity, the transportation system is undergoing revolutionary changes in the past decade or two. Bearing safety and efficiency as the utmost objectives, the vehicular environments are witnessing explosive increase of various sensors onboard vehicles and equipped at transportation infrastructures. On the one hand, these sensors are destined to be wirelessly connected to provide more comprehensive situational awareness for transportation purposes. On the other hand, the abundance of sensor data of the environment can potentially shed light on the channel propagation characteristics that lie at the core of any communications system design. The integrated sensing and communications (ISACs) is henceforth both necessary and natural in vehicular communications networks (VCN). Different from existing ISAC …",Article,https://ieeexplore.ieee.org/abstract/document/9830717/
2022,IET Communications,Real‐time driving style classification based on short‐term observations,"Xinhu Zheng, Pengtao Yang, Dongliang Duan, Xiang Cheng, Liuqing Yang",Xinhu Zheng,English," Vehicle behaviour prediction provides important information for decision‐making in modern intelligent transportation systems. People with different driving styles have considerably different driving behaviours and hence exhibit different behaviour tendency. However, most existing prediction methods do not consider the different tendencies in driving styles and apply the same model to all vehicles. Furthermore, most of the existing driver classification methods rely on offline learning that requires a long observation of driving history and hence are not suitable for real‐time driving behaviour analysis. To facilitate personalised models that can potentially improve vehicle behaviour prediction, the authors propose an algorithm that classifies drivers into different driving styles. The algorithm only requires data from a short observation window and it is more applicable for real‐time online applications compared with existing …",Article,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/cmu2.12405
2022,IEEE Internet of Things Journal,Multi-Vehicle Multi-Sensor Occupancy Grid Maps (MVMS-OGM) for Autonomous Driving,"Xinhu Zheng, Yuru Li, Dongliang Duan, Liuqing Yang, Chen Chen, Xiang Cheng",Xinhu Zheng,English,"In autonomous driving, environment perception is the fundamental task for intelligent vehicles which provides the necessary environment information for other applications. The main issues in existing environment perception can be categorized into two aspects. On the one hand, all sensors are prone to measurement errors and failures. On the other hand, in complex driving environments, vehicles may encounter a variety of blind spots caused by vehicle occlusions, overlaps, and harsh weather conditions, which will cause sensors to experience low-quality data or to miss crucial environmental information. To cope with these issues, a multivehicle and multisensor (MVMS) cooperative perception method is presented to construct the occupancy grid map (OGM) of vehicles in a global view for the environment perception of autonomous driving. Distinct from existing environment perception methods, our proposed …",Article,https://ieeexplore.ieee.org/abstract/document/9813502/
2022,2022 IEEE Symposium on Computers and Communications (ISCC),OCVC: An Overlapping-Enabled Cooperative Computing Protocol in Vehicular Fog Computing,"Zhiwei Wei, Bing Li, Rongqing Zhang, Xiang Cheng, Liuqing Yang",Zhiwei Wei,English,"Vehicular fog computing (VFC) has emerged as a promising solution to relieve the overload in vehicular network. Since individual vehicular fog node is incapable of providing ultra-reliable and low-latency services constrained by limited resources, cooperation among vehicles becomes an attractive attempt to promote quality of service (QoS). In this paper, we propose a novel Overlapping-enabled Cooperative Vehicular Computing architecture in VFC, termed OCVC, to fully utilize vehicular fog nodes' local potential resources. The proposed OCVC architecture enables vehicles to participate in different fog groups simultaneously different from traditional cooperative computing architecture. In addition, we propose a distributed OCVC scheme to solve the complicated computing group for-mation, overlapping resource allocation, and task assignment problem based on overlapping coalition formation (OCF) game …",Conference paper,https://ieeexplore.ieee.org/abstract/document/9912804/
2022,IEEE Transactions on Intelligent Transportation Systems,Hierarchical traffic flow prediction based on spatial-temporal graph convolutional network,"Hanqiu Wang, Rongqing Zhang, Xiang Cheng, Liuqing Yang",Hanqiu Wang,English,"In recent years, traffic flow prediction has attracted more and more interest from both academia and industry since such information can provide effective guidance for traffic management or driving planning and enhance traffic safety and efficiency. But due to the complicated spatial-temporal dependence in actual roads and the limitation of intersection monitoring equipment, there are still many challenges in spatial-temporal traffic flow prediction. In this paper, we propose a novel hierarchical traffic flow prediction protocol based on spatial-temporal graph convolutional network (ST-GCN), which incorporates both spatial and temporal dependence of intersection traffic to achieve a more accurate traffic flow prediction. Different from existing works, our proposed protocol with the Adjacent-Similar algorithm can also effectively predict the traffic flow of the intersections without historical data. Experiments based on practical …",Article,https://ieeexplore.ieee.org/abstract/document/9716071/
2022,IEEE Transactions on Wireless Communications,Hop Count Distribution for Minimum Hop-Count Routing in Finite Ad Hoc Networks,"Silan Li, Xiaoya Hu, Tao Jiang, Rongqing Zhang, Liuqing Yang, Hui Hu",Silan Li,English,"Hop count distribution (HCD), generally formulated as a discrete probability distribution of the hop count, constitutes an attractive tool for performance analysis and algorithm design. This paper devotes to deriving an analytical HCD expression for a finite ad hoc network under the minimum hop-count routing protocols. Formulating the node distribution with binomial point process, the network is provided as a bounded area with all nodes randomly and uniformly distributed. Considering an arbitrary pair of source node (SN) and destination node, an innovative and straightforward definition is presented for HCD. In order to derive HCD out, an original mathematical framework, named as the equivalent area replacement method (EARM), is proposed and verified. Under the EARM, HCD is derived by first considering the special case where SN locates at the network center and then extending to the general case where SN …",Article,https://ieeexplore.ieee.org/abstract/document/9676460/
