Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi,Citation,Id,Keywords
2020,Sustainable Cities and Society 54,PRAISE-HK: A personalized real-time air quality informatics system for citizen participation in exposure and health risk management,"Wenwei Che, H Christopher Frey, Jimmy CH Fung, Zhi Ning, Huamin Qu, Hong Kam Lo, Lei Chen, Tze-Wai Wong, Michelle KM Wong, Ophelia CW Lee, David Carruthers, Freeman Cheung, Jimmy WM Chan, David W Yeung, Yik Him Fung, Xuguo Zhang, Jenny Stocker, Christina Hood, Tilman Leo Hohenberger, King Wai Leung, Phillip YK Louie, Alison TY Li, Li Sun, Peng Wei, Zhiyuan Li, Yumiao Zhang, Meilan Wang, Qiaomu Shen, Wei Huang, Enoch Lee, Ashraf Patwary, Xiayu Lei, Steven Cheng, Md Shakhaoat Hossain, Kimberly Tasha Jiayi Tang, XiangQian Lao, Rae Leung, Denise Chan, Ying Li, Zibing Yuan, Alexis KH Lau",Wenwei Che,English,"Exposure to air pollutants causes a range of adverse health effects. These harmful effects occur whenever and wherever people come into direct contact with air pollution. Therefore, individual actions that reduce the frequency, duration, and severity of personal contact with air pollution can reduce health risks. We developed a system that empowers the public with personalized information on air quality and exposure health risk. This system, the Personalised Real-Time Air Quality Informatics System for Exposure – Hong Kong (PRAISE-HK, http://praise.ust.hk/), is embodied in an interactive mobile application. PRAISE-HK is based on real-time data on emissions, high resolution urban morphology, meteorology, physical and chemical processes affecting pollutant transport and transformations, extensive measurements of air pollution concentrations in typical locations such as homes, schools, offices, and?…",Article,https://www.sciencedirect.com/science/article/pii/S2210670719335279,50,che2020praise,"Air pollution,Personalized exposure,Individual health sensitivity,Citizen engagement"
2020,IEEE Transactions on Visualization and Computer Graphics,Visual analysis of discrimination in machine learning,"Qianwen Wang, Zhenhua Xu, Zhutian Chen, Yong Wang, Shixia Liu, Huamin Qu",Qianwen Wang,English,"The growing use of automated decision-making in critical applications, such as crime prediction and college admission, has raised questions about fairness in machine learning. How can we decide whether different treatments are reasonable or discriminatory? In this paper, we investigate discrimination in machine learning from a visual analytics perspective and propose an interactive visualization tool, DiscriLens, to support a more comprehensive analysis. To reveal detailed information on algorithmic discrimination, DiscriLens identifies a collection of potentially discriminatory itemsets based on causal modeling and classification rules mining. By combining an extended Euler diagram with a matrix-based visualization, we develop a novel set visualization to facilitate the exploration and interpretation of discriminatory itemsets. A user study shows that users can interpret the visually encoded information in?…",Article,https://ieeexplore.ieee.org/abstract/document/9222272/,48,wang2020visual,"Machine Learning, Discrimination, Data Visualization"
2021,IEEE Transactions on Visualization and Computer Graphics,MultiVision: Designing analytical dashboards with deep learning based recommendation,"Aoyu Wu, Yun Wang, Mengyu Zhou, Xinyi He, Haidong Zhang, Huamin Qu, Dongmei Zhang",Aoyu Wu,English,"We contribute a deep-learning-based method that assists in designing analytical dashboards for analyzing a data table. Given a data table, data workers usually need to experience a tedious and time-consuming process to select meaningful combinations of data columns for creating charts. This process is further complicated by the needs of creating dashboards composed of multiple views that unveil different perspectives of data. Existing automated approaches for recommending multiple-view visualizations mainly build on manually crafted design rules, producing sub-optimal or irrelevant suggestions. To address this gap, we present a deep learning approach for selecting data columns and recommending multiple charts. More importantly, we integrate the deep learning models into a mixed-initiative system. Our model could make recommendations given optional user-input selections of data columns. The model?…",Article,https://ieeexplore.ieee.org/abstract/document/9552449/,47,wu2021multivision,"Visualization Recommendation, Deep Learning, Multiple-View, Dashboard, Mixed-Initiative, Visualization Provenance"
2021,IEEE Transactions on Visualization and Computer Graphics,A design space for applying the freytag's pyramid structure to data stories,"Leni Yang, Xian Xu, XingYu Lan, Ziyan Liu, Shunan Guo, Yang Shi, Huamin Qu, Nan Cao",Leni Yang,English,"Data stories integrate compelling visual content to communicate data insights in the form of narratives. The narrative structure of a data story serves as the backbone that determines its expressiveness, and it can largely influence how audiences perceive the insights. Freytag's Pyramid is a classic narrative structure that has been widely used in film and literature. While there are continuous recommendations and discussions about applying Freytag's Pyramid to data stories, little systematic and practical guidance is available on how to use Freytag's Pyramid for creating structured data stories. To bridge this gap, we examined how existing practices apply Freytag's Pyramid by analyzing stories extracted from 103 data videos. Based on our findings, we proposed a design space of narrative patterns, data flows, and visual communications to provide practical guidance on achieving narrative intents, organizing data facts?…",Article,https://ieeexplore.ieee.org/abstract/document/9552203/,45,yang2021design," Freytag's Pyramid, Narrative Structure, Narrative Visualization, Data Storytelling, Data Video"
2020,IEEE Transactions on Visualization and Computer Graphics,Mobilevisfixer: Tailoring web visualizations for mobile phones leveraging an explainable reinforcement learning framework,"Aoyu Wu, Wai Tong, Tim Dwyer, Bongshin Lee, Petra Isenberg, Huamin Qu",Aoyu Wu,English,"We contribute MobileVisFixer, a new method to make visualizations more mobile-friendly. Although mobile devices have become the primary means of accessing information on the web, many existing visualizations are not optimized for small screens and can lead to a frustrating user experience. Currently, practitioners and researchers have to engage in a tedious and time-consuming process to ensure that their designs scale to screens of different sizes, and existing toolkits and libraries provide little support in diagnosing and repairing issues. To address this challenge, MobileVisFixer automates a mobile-friendly visualization re-design process with a novel reinforcement learning framework. To inform the design of MobileVisFixer, we first collected and analyzed SVG-based visualizations on the web, and identified five common mobile-friendly issues. MobileVisFixer addresses four of these issues on single-view?…",Article,https://ieeexplore.ieee.org/abstract/document/9229072/,45,wu2020mobilevisfixer,"Mobile visualization, Responsive visualization, Machine learning for visualizations, Reinforcement learning"
2021,IEEE Transactions on Visualization and Computer Graphics,Infocolorizer: Interactive recommendation of color palettes for infographics,"Lin-Ping Yuan, Ziqi Zhou, Jian Zhao, Yiqiu Guo, Fan Du, Huamin Qu",Lin-Ping Yuan,English,"When designing infographics, general users usually struggle with getting desired color palettes using existing infographic authoring tools, which sometimes sacrifice customizability, require design expertise, or neglect the influence of elements’ spatial arrangement. We propose a data-driven method that provides flexibility by considering users’ preferences, lowers the expertise barrier via automation, and tailors suggested palettes to the spatial layout of elements. We build a recommendation engine by utilizing deep learning techniques to characterize good color design practices from data, and further develop InfoColorizer, a tool that allows users to obtain color palettes for their infographics in an interactive and dynamic manner. To validate our method, we conducted a comprehensive four-part evaluation, including case studies, a controlled user study, a survey study, and an interview study. The results indicate that?…",Article,https://ieeexplore.ieee.org/abstract/document/9444798/,44,yuan2021infocolorizer,"Color palettes design, infographics, visualization recommendation, machine learning"
2021,Energy and Buildings 253,Development of a back-propagation neural network and adaptive grey wolf optimizer algorithm for thermal comfort and energy consumption prediction and optimization,"Lu Li, Yunfei Fu, Jimmy CH Fung, Huamin Qu, Alexis KH Lau",Lu Li,English,"Heating ventilation and air conditioning (HVAC) systems provide a comfortable indoor thermal environment, but in the process of attaining appropriate indoor thermal comfort levels, they usually entail high energy consumptions. It is therefore imperative to balance thermal comfort value with energy consumption. However, such research currently faces two problems: one, it is difficult to obtain accurate parameters pertaining to the indoor environment of buildings, particularly near heat source areas; two, it is the diametrical nature of having to simultaneously maintain thermal comfort and keep energy consumption low. Therefore, this study aims to propose a rapid thermal comfort level prediction and optimization algorithm, as well as a method to minimize the energy consumption using only a computational fluid dynamic (CFD) database that is compact in size. Firstly, CFD is used to implement the database that stores?…",Article,https://www.sciencedirect.com/science/article/pii/S0378778821007234,40,li2021development,"Back-propagation neural network,Adaptive grey wolf optimizer algorithm,Thermal comfort level,Energy-saving,HVAC system"
2022,Building and Environment 207,A coupled computational fluid dynamics and back-propagation neural network-based particle swarm optimizer algorithm for predicting and optimizing indoor air quality,"Lu Li, Yumiao Zhang, Jimmy CH Fung, Huamin Qu, Alexis KH Lau",Lu Li,English,"In the modern era, people spend approximately 90% of their time in indoor settings, such as offices and residential buildings. As prolonged exposure to indoor environments can significantly impact health outcomes, it is important to ensure that good indoor air quality (IAQ) is achieved. The main obstacles to achieving effective control of IAQ are twofold. First, it is very difficult to monitor the values of IAQ parameters, especially within a person's breathing zone. Second, current heating ventilation and air conditioning systems are unable to rapidly predict and optimize IAQ. This study aims to obtain accurate indoor environmental parameters for rapidly predicting and optimizing IAQ. To achieve this, a computational fluid dynamics (CFD)-based back propagation neural network (BPNN) combined with a particle swarm optimizer (PSO) algorithm is proposed. Notably, the BPNN-PSO algorithm can rapidly predict and?…",Article,https://www.sciencedirect.com/science/article/pii/S0360132321009264,39,li2022coupled,"Computational fluid dynamics, Back-propagation neural network, Particle swarm optimization,Indoor air quality"
2021,IEEE Transactions on Visualization and Computer Graphics,Vbridge: Connecting the dots between features and data to explain healthcare models,"Furui Cheng, Dongyu Liu, Fan Du, Yanna Lin, Alexandra Zytek, Haomin Li, Huamin Qu, Kalyan Veeramachaneni",Furui Cheng,English,"Machine learning (ML) is increasingly applied to Electronic Health Records (EHRs) to solve clinical prediction tasks. Although many ML models perform promisingly, issues with model transparency and interpretability limit their adoption in clinical practice. Directly using existing explainable ML techniques in clinical settings can be challenging. Through literature surveys and collaborations with six clinicians with an average of 17 years of clinical experience, we identified three key challenges, including clinicians' unfamiliarity with ML features, lack of contextual information, and the need for cohort-level evidence. Following an iterative design process, we further designed and developed VBridge, a visual analytics tool that seamlessly incorporates ML explanations into clinicians' decision-making workflow. The system includes a novel hierarchical display of contribution-based feature explanations and enriched?…",Article,https://ieeexplore.ieee.org/abstract/document/9555810/,36,cheng2021vbridge,"Explainable Artificial Intelligence, Healthcare, Visual Analytics, Decision Making"
2020,IEEE transactions on visualization and computer graphics,Topology density map for urban data visualization and analysis,"Zezheng Feng, Haotian Li, Wei Zeng, Shuang-Hua Yang, Huamin Qu",Zezheng Feng,English,"Density map is an effective visualization technique for depicting the scalar field distribution in 2D space. Conventional methods for constructing density maps are mainly based on Euclidean distance, limiting their applicability in urban analysis that shall consider road network and urban traffic. In this work, we propose a new method named Topology Density Map, targeting for accurate and intuitive density maps in the context of urban environment. Based on the various constraints of road connections and traffic conditions, the method first constructs a directed acyclic graph (DAG) that propagates nonlinear scalar fields along 1D road networks. Next, the method extends the scalar fields to a 2D space by identifying key intersecting points in the DAG and calculating the scalar fields for every point, yielding a weighted Voronoi diagram like effect of space division. Two case studies demonstrate that the Topology Density?…",Article,https://ieeexplore.ieee.org/abstract/document/9222248/,36,feng2020topology,"Density map, network topology, urban data"
2020,Proceedings of the tenth international conference on learning analytics?…,Predicting student performance in interactive online question pools using mouse interaction features,"Huan Wei, Haotian Li, Meng Xia, Yong Wang, Huamin Qu",Huan Wei,English,"Modeling student learning and further predicting the performance is a well-established task in online learning and is crucial to personalized education by recommending different learning resources to different students based on their needs. Interactive online question pools (e.g., educational game platforms), an important component of online education, have become increasingly popular in recent years. However, most existing work on student performance prediction targets at online learning platforms with a well-structured curriculum, predefined question order and accurate knowledge tags provided by domain experts. It remains unclear how to conduct student performance prediction in interactive online question pools without such well-organized question orders or knowledge tags by experts. In this paper, we propose a novel approach to boost student performance prediction in interactive online question pools?…",Conference paper,https://dl.acm.org/doi/abs/10.1145/3375462.3375521,36,wei2020predicting,"Student performance prediction, question pool, mouse movement trajectory, heterogeneous information network."
2022,IEEE Transactions on Visualization and Computer Graphics,Gnnlens: A visual analytics approach for prediction error diagnosis of graph neural networks,"Zhihua Jin, Yong Wang, Qianwen Wang, Yao Ming, Tengfei Ma, Huamin Qu",Zhihua Jin,English,"Graph Neural Networks (GNNs) aim to extend deep learning techniques to graph data and have achieved significant progress in graph analysis tasks (e.g., node classification) in recent years. However, similar to other deep neural networks like Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs), GNNs behave like a black box with their details hidden from model developers and users. It is therefore difficult to diagnose possible errors of GNNs. Despite many visual analytics studies being done on CNNs and RNNs, little research has addressed the challenges for GNNs. This paper fills the research gap with an interactive visual analysis tool,  GNNLens , to assist model developers and users in understanding and analyzing GNNs. Specifically, Parallel Sets View and Projection View enable users to quickly identify and validate error patterns in the set of wrong predictions; Graph View and?…",Article,https://ieeexplore.ieee.org/abstract/document/9705076/,34,jin2022gnnlens,"Graph Neural Networks, Error Diagnosis, Visualization"
2020,2020 IEEE Pacific visualization symposium (PacificVis),Visual interpretation of recurrent neural network on multi-dimensional time-series forecast,"Qiaomu Shen, Yanhong Wu, Yuzhe Jiang, Wei Zeng, KH Alexis, Anna Vianova, Huamin Qu",Qiaomu Shen,English,"Recent attempts at utilizing visual analytics to interpret Recurrent Neural Networks (RNNs) mainly focus on natural language processing (NLP) tasks that take symbolic sequences as input. However, many real-world problems like environment pollution forecasting apply RNNs on sequences of multi-dimensional data where each dimension represents an individual feature with semantic meaning such as PM 2.5  and SO 2 . RNN interpretation on multi-dimensional sequences is challenging as users need to analyze what features are important at different time steps to better understand model behavior and gain trust in prediction. This requires effective and scalable visualization methods to reveal the complex many-to-many relations between hidden units and features. In this work, we propose a visual analytics system to interpret RNNs on multi-dimensional time-series forecasts. Specifically, to provide an overview to?…",Conference paper,https://ieeexplore.ieee.org/abstract/document/9086238/,34,shen2020visual,"interpretable machine learning, recurrent neural networks, multi-dimensional time series, air pollutant forecast"
2020,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems?…,Voicecoach: Interactive evidence-based training for voice modulation skills in public speaking,"Xingbo Wang, Haipeng Zeng, Yong Wang, Aoyu Wu, Zhida Sun, Xiaojuan Ma, Huamin Qu",Xingbo Wang,English,"The modulation of voice properties, such as pitch, volume, and speed, is crucial for delivering a successful public speech. However, it is challenging to master different voice modulation skills. Though many guidelines are available, they are often not practical enough to be applied in different public speaking situations, especially for novice speakers. We present VoiceCoach, an interactive evidence-based approach to facilitate the effective training of voice modulation skills. Specifically, we have analyzed the voice modulation skills from 2623 high-quality speeches (i.e., TED Talks) and use them as the benchmark dataset. Given a voice input, VoiceCoach automatically recommends good voice modulation examples from the dataset based on the similarity of both sentence structures and voice modulation skills. Immediate and quantitative visual feedback is provided to guide further improvement. The expert interviews?…",Conference paper,https://dl.acm.org/doi/abs/10.1145/3313831.3376726,30,wang2020voicecoach,"Visual Analytics, Tax Network, Tax Evasion Detection, Anomaly detection, Multidimensional data"
2022,Computer Graphics Forum,Misinformed by visualization: What do we learn from misinformative visualizations?,"Leo Yu‐Ho Lo, Ayush Gupta, Kento Shigyo, Aoyu Wu, Enrico Bertini, Huamin Qu",Leo Yu‐Ho Lo,English," Data visualization is powerful in persuading an audience. However, when it is done poorly or maliciously, a visualization may become misleading or even deceiving. Visualizations give further strength to the dissemination of misinformation on the Internet. The visualization research community has long been aware of visualizations that misinform the audience, mostly associated with the terms “lie” and “deceptive.” Still, these discussions have focused only on a handful of cases. To better understand the landscape of misleading visualizations, we open‐coded over one thousand real‐world visualizations that have been reported as misleading. From these examples, we discovered 74 types of issues and formed a taxonomy of misleading elements in visualizations. We found four directions that the research community can follow to widen the discussion on misleading visualizations: (1) informal fallacies in?…",Article,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14559,28,lo2022misinformed,"Datasets, Visual Analytics, Visualization Specification, Visualization Design"
2022,IEEE Transactions on Visualization and Computer Graphics,Dashbot: Insight-driven dashboard generation based on deep reinforcement learning,"Dazhen Deng, Aoyu Wu, Huamin Qu, Yingcai Wu",Dazhen Deng,English,"Analytical dashboards are popular in business intelligence to facilitate insight discovery with multiple charts. However, creating an effective dashboard is highly demanding, which requires users to have adequate data analysis background and be familiar with professional tools, such as Power BI. To create a dashboard, users have to configure charts by selecting data columns and exploring different chart combinations to optimize the communication of insights, which is trial-and-error. Recent research has started to use deep learning methods for dashboard generation to lower the burden of visualization creation. However, such efforts are greatly hindered by the lack of large-scale and high-quality datasets of dashboards. In this work, we propose using deep reinforcement learning to generate analytical dashboards that can use well-established visualization knowledge and the estimation capacity of reinforcement?…",Article,https://ieeexplore.ieee.org/abstract/document/9906971/,27,deng2022dashbot,"Reinforcement Learning, Visualization Recommendation, Multiple-View Visualization"
2021,IEEE Transactions on Visualization and Computer Graphics,Interactive visual exploration of longitudinal historical career mobility data,"Yifang Wang, Hongye Liang, Xinhuan Shu, Jiachen Wang, Ke Xu, Zikun Deng, Cameron Campbell, Bijia Chen, Yingcai Wu, Huamin Qu",Yifang Wang,English,"The increased availability of quantitative historical datasets has provided new research opportunities for multiple disciplines in social science. In this article, we work closely with the constructors of a new dataset, CGED-Q (China Government Employee Database-Qing), that records the career trajectories of over 340,000 government officials in the Qing bureaucracy in China from 1760 to 1912. We use these data to study career mobility from a historical perspective and understand social mobility and inequality. However, existing statistical approaches are inadequate for analyzing career mobility in this historical dataset with its fine-grained attributes and long time span, since they are mostly hypothesis-driven and require substantial effort. We propose  CareerLens , an interactive visual analytics system for assisting experts in exploring, understanding, and reasoning from historical career data. With  CareerLens?…",Article,https://ieeexplore.ieee.org/abstract/document/9382844/,27,wang2021interactive,"Digital humanities, quantitative history, career mobility, visual analytics"
2020,Proceedings of the 29th ACM International Conference on Information?…,Peer-inspired student performance prediction in interactive online question pools with graph neural network,"Haotian Li, Huan Wei, Yong Wang, Yangqiu Song, Huamin Qu",Haotian Li,English,"Student performance prediction is critical to online education. It can benefit many downstream tasks on online learning platforms, such as estimating dropout rates, facilitating strategic intervention, and enabling adaptive online learning. Interactive online question pools provide students with interesting interactive questions to practice their knowledge in online education. However, little research has been done on student performance prediction in interactive online question pools. Existing work on student performance prediction targets at online learning platforms with predefined course curriculum and accurate knowledge labels like MOOC platforms, but they are not able to fully model knowledge evolution of students in interactive online question pools. In this paper, we propose a novel approach using Graph Neural Networks (GNNs) to achieve better student performance prediction in interactive online question?…",Conference paper,https://dl.acm.org/doi/abs/10.1145/3340531.3412733,26,li2020peer,"Student performance prediction, graph neural networks, online question pools"
2020,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems?…,Dfseer: A visual analytics approach to facilitate model selection for demand forecasting,"Dong Sun, Zezheng Feng, Yuanzhe Chen, Yong Wang, Jia Zeng, Mingxuan Yuan, Ting-Chuen Pong, Huamin Qu",Dong Sun,English,"Selecting an appropriate model to forecast product demand is critical to the manufacturing industry. However, due to the data complexity, market uncertainty and users' demanding requirements for the model, it is challenging for demand analysts to select a proper model. Although existing model selection methods can reduce the manual burden to some extent, they often fail to present model performance details on individual products and reveal the potential risk of the selected model. This paper presents DFSeer, an interactive visualization system to conduct reliable model selection for demand forecasting based on the products with similar historical demand. It supports model comparison and selection with different levels of details. Besides, it shows the difference in model performance on similar products to reveal the risk of model selection and increase users' confidence in choosing a forecasting model. Two case?…",Conference paper,https://dl.acm.org/doi/abs/10.1145/3313831.3376866,26,sun2020dfseer,"Interactive visualization, model selection, product demand forecasting, time series"
