Year,Sources,Name,Authors,First Author,Chinese/English,Abstract,Venues,doi,Citation,Id,Keywords
2021,IEEE Transactions on Multimedia 24,Adaptive semantic-spatio-temporal graph convolutional network for lip reading,"Changchong Sheng, Xinzhong Zhu, Huiying Xu, Matti Pietik?inen, Li Liu",Changchong Sheng,English,"The goal of this work is to recognize words, phrases, and sentences being spoken by a talking face without given the audio. Current deep learning approaches for lip reading focus on exploring the appearance and optical flow information of videos. However, these methods do not fully exploit the characteristics of lip motion. In addition to appearance and optical flow, the mouth contour deformation usually conveys significant information that is complementary to others. However, the modeling of dynamic mouth contour has received little attention than that of appearance and optical flow. In this work, we propose a novel model of dynamic mouth contours called Adaptive Semantic-Spatio-Temporal Graph Convolution Network (ASST-GCN), to go beyond previous methods by automatically learning both the spatial and temporal information from videos. To combine the complementary information from appearance and?¡­",Article,https://ieeexplore.ieee.org/abstract/document/9514437/,21,sheng2021adaptive,"Lip reading, semantic-spatio-temporal, adaptive graph convolution network, two-stream"
2022,TPAMI,WebUAV-3M: A Benchmark Unveiling the Power of Million-Scale Deep UAV Tracking,"Chunhui Zhang, Guanjie Huang, Li Liu, Shan Huang, Yinan Yang, Xiang Wan, Shiming Ge, Dacheng Tao",Chunhui Zhang,English,"Unmanned aerial vehicle (UAV) tracking is of great significance for a wide range of applications, such as delivery and agriculture. Previous benchmarks in this area mainly focused on small-scale tracking problems while ignoring the amounts of data, types of data modalities, diversities of target categories and scenarios, and evaluation protocols involved, greatly hiding the massive power of deep UAV tracking. In this article, we propose WebUAV-3M, the largest public UAV tracking benchmark to date, to facilitate both the development and evaluation of deep UAV trackers. WebUAV-3M contains over 3.3 million frames across 4,500 videos and offers 223 highly diverse target categories. Each video is densely annotated with bounding boxes by an efficient and scalable semi-automatic target annotation (SATA) pipeline. Importantly, to take advantage of the complementary superiority of language and audio, we enrich?¡­",Article,https://ieeexplore.ieee.org/abstract/document/10004511/,17,zhang2022webuav,"Benchmark, language and audio annotation, semi-automatic labeling, scenario constraint evaluation, UAV tracking"
2021,Interspeech 2021,Cross-Modal Knowledge Distillation Method for Automatic Cued Speech Recognition,"Jianrong Wang, Ziyue Tang, Xuewei Li, Mei Yu, Qiang Fang, Li Liu",Jianrong Wang,English,"Cued Speech (CS) is a visual communication system for the deaf or hearing impaired people. It combines lip movements with hand cues to obtain a complete phonetic repertoire. Current deep learning based methods on automatic CS recognition suffer from a common problem, which is the data scarcity. Until now, there are only two public single speaker datasets for French (238 sentences) and British English (97 sentences). In this work, we propose a cross-modal knowledge distillation method with teacher-student structure, which transfers audio speech information to CS to overcome the limited data problem. Firstly, we pretrain a teacher model for CS recognition with a large amount of open source audio speech data, and simultaneously pretrain the feature extractors for lips and hands using CS data. Then, we distill the knowledge from teacher model to the student model with frame-level and sequence-level distillation strategies. Importantly, for frame-level, we exploit multi-task learning to weigh losses automatically, to obtain the balance coefficient. Besides, we establish a five-speaker British English CS dataset for the first time. The proposed method is evaluated on French and British English CS datasets, showing superior CS recognition performance to the state-of-the-art (SOTA) by a large margin.",Article,https://arxiv.org/abs/2106.13686,17,wang2021cross,"Cued Speech, Cross-modal knowledge distillation, Teacher-student structure, Cued Speech recognition"
2023,arXiv preprint arXiv:2305.10843,X-IQE: eXplainable Image Quality Evaluation for Text-to-Image Generation with Visual Large Language Models,"Yixiong Chen, Li Liu, Chris Ding",Yixiong Chen,English,"This paper introduces a novel explainable image quality evaluation approach called X-IQE, which leverages visual large language models (LLMs) to evaluate text-to-image generation methods by generating textual explanations. X-IQE utilizes a hierarchical Chain of Thought (CoT) to enable MiniGPT-4 to produce self-consistent, unbiased texts that are highly correlated with human evaluation. It offers several advantages, including the ability to distinguish between real and generated images, evaluate text-image alignment, and assess image aesthetics without requiring model training or fine-tuning. X-IQE is more cost-effective and efficient compared to human evaluation, while significantly enhancing the transparency and explainability of deep image quality evaluation models. We validate the effectiveness of our method as a benchmark using images generated by prevalent diffusion models. X-IQE demonstrates similar performance to state-of-the-art (SOTA) evaluation methods on COCO Caption, while overcoming the limitations of previous evaluation models on DrawBench, particularly in handling ambiguous generation prompts and text recognition in generated images. Project website: https://github.com/Schuture/Benchmarking-Awesome-Diffusion-Models",Article,https://arxiv.org/abs/2305.10843,15,chen2023x,"DrawBench, Chain-of-Thought, Image Aesthetics, Text Recognition, MiniGPT-4, Text-to-Image Generation, Text-image Alignment"
2022,ICASSP 2022-2022 IEEE International Conference on Acoustics,Residual-Guided Personalized Speech Synthesis based on Face Image,"Jianrong Wang, Zixuan Wang, Xiaosheng Hu, Xuewei Li, Qiang Fang, Li Liu",Jianrong Wang,English,"Previous works derive personalized speech features by training the model on a large dataset composed of his/her audio sounds. It was reported that face information has a strong link with the speech sound. Thus in this work, we innovatively extract personalized speech features from human faces to synthesize personalized speech using neural vocoder. A Face-based Residual Personalized Speech Synthesis Model (FR-PSS) containing a speech encoder, a speech synthesizer and a face encoder is designed for PSS. In this model, by designing two speech priors, a residual-guided strategy is introduced to guide the face feature to approach the true speech feature in the training. Moreover, considering the error of feature¡¯s absolute values and their directional bias, we formulate a novel tri-item loss function for face encoder. Experimental results show that the speech synthesized by our model is comparable to the?¡­",Conference paper,https://ieeexplore.ieee.org/abstract/document/9746808/,12,wang2022residual,"Personalized speech synthesis, Speech prior, Residual, Attention mechanism"
2021,2021 IEEE 18th International Symposium on Biomedical Imaging (ISBI),Multi-modal active learning for automatic liver fibrosis diagnosis based on ultrasound shear wave elastography,"Lufei Gao, Ruisong Zhou, Changfeng Dong, Cheng Feng, Zhen Li, Xiang Wan, Li Liu",Lufei Gao,English,"With the development of radiomics, noninvasive diagnosis like ultrasound (US) imaging plays a very important role in automatic liver fibrosis diagnosis (ALFD). Due to the noisy data, expensive annotations of US images, the application of Artificial Intelligence (AI) assisting approaches encounters a bottleneck. Besides, the use of single-modal US data limits the further improve of the classification results. In this work, we innovatively propose a multi-modal fusion network with active learning (MMFN-AL) for ALFD to exploit the information of multiple modalities, eliminate the noisy data and reduce the annotation cost. Four image modalities including US and three types of shear wave elastography (SWEs) are exploited. A new dataset containing these modalities from 214 candidates is collected and pre-processed, with the labels obtained from the liver biopsy results. Experimental results show that our proposed method?¡­",Conference paper,https://ieeexplore.ieee.org/abstract/document/9434170/,12,gao2021multi,"Liver fibrosis diagnosis, Shear wave elastography, Active learning, Attention, Multi-modal fusion"
2023,arXiv preprint arXiv:2306.00816,"Versatile Backdoor Attack with Visible, Semantic, Sample-Specific, and Compatible Triggers","Ruotong Wang, Hongrui Chen, Zihao Zhu, Li Liu, Baoyuan Wu",Ruotong Wang,English,"Deep neural networks (DNNs) can be manipulated to exhibit specific behaviors when exposed to specific trigger patterns, without affecting their performance on benign samples, dubbed \textit{backdoor attack}. Currently, implementing backdoor attacks in physical scenarios still faces significant challenges. Physical attacks are labor-intensive and time-consuming, and the triggers are selected in a manual and heuristic way. Moreover, expanding digital attacks to physical scenarios faces many challenges due to their sensitivity to visual distortions and the absence of counterparts in the real world. To address these challenges, we define a novel trigger called the \textbf{V}isible, \textbf{S}emantic, \textbf{S}ample-Specific, and \textbf{C}ompatible (VSSC) trigger, to achieve effective, stealthy and robust simultaneously, which can also be effectively deployed in the physical scenario using corresponding objects. To implement the VSSC trigger, we propose an automated pipeline comprising three modules: a trigger selection module that systematically identifies suitable triggers leveraging large language models, a trigger insertion module that employs generative models to seamlessly integrate triggers into images, and a quality assessment module that ensures the natural and successful insertion of triggers through vision-language models. Extensive experimental results and analysis validate the effectiveness, stealthiness, and robustness of the VSSC trigger. It can not only maintain robustness under visual distortions but also demonstrates strong practicality in the physical scenario. We hope that the proposed VSSC trigger and implementation approach?¡­",Article,https://arxiv.org/abs/2306.00816,11,wang2023versatile,"Backdoor attacks, physical attacks"
2023,Proceedings of the 46th International ACM SIGIR Conference on Research and?¡­,Fedads: A benchmark for privacy-preserving cvr estimation with vertical federated learning,"Penghui Wei, Hongjian Dou, Shaoguo Liu, Rongjun Tang, Li Liu, Liang Wang, Bo Zheng",Penghui Wei,English,"Conversion rate (CVR) estimation aims to predict the probability of conversion event after a user has clicked an ad. Typically, online publisher has user browsing interests and click feedbacks, while demand-side advertising platform collects users' post-click behaviors such as dwell time and conversion decisions. To estimate CVR accurately and protect data privacy better, vertical federated learning (vFL) is a natural solution to combine two sides' advantages for training models, without exchanging raw data. Both CVR estimation and applied vFL algorithms have attracted increasing research attentions. However, standardized and systematical evaluations are missing: due to the lack of standardized datasets, existing studies adopt public datasets to simulate a vFL setting via hand-crafted feature partition, which brings challenges to fair comparison. We introduce FedAds, the first benchmark for CVR estimation with?¡­",Conference paper,https://dl.acm.org/doi/abs/10.1145/3539618.3591909,10,wei2023fedads,"Ad Ranking, Vertical Federated Learning, Deep Generative Model"
2022,IEEE Transactions on Medical Imaging,Generating and Weighting Semantically Consistent Sample Pairs for Ultrasound Contrastive Learning,"Yixiong Chen, Chunhui Zhang, Chris HQ Ding, Li Liu",Yixiong Chen,English,"Well-annotated medical datasets enable deep neural networks (DNNs) to gain strong power in extracting lesion-related features. Building such large and well-designed medical datasets is costly due to the need for high-level expertise. Model pre-training based on ImageNet is a common practice to gain better generalization when the data amount is limited. However, it suffers from the domain gap between natural and medical images. In this work, we pre-train DNNs on ultrasound (US) domains instead of ImageNet to reduce the domain gap in medical US applications. To learn US image representations based on unlabeled US videos, we propose a novel meta-learning-based contrastive learning method, namely Meta Ultrasound Contrastive Learning (Meta-USCL). To tackle the key challenge of obtaining semantically consistent sample pairs for contrastive learning, we present a positive pair generation module?¡­",Article,https://ieeexplore.ieee.org/abstract/document/9980429/,10,chen2022generating,"Computer aided diagnosis, neural networks, contrastive learning, meta-learning, medical ultrasound, pneumonia, COVID-19, breast tumor"
2021,Hepatology International,Diagnosis of Significant Liver Fibrosis in Patients With Chronic Hepatitis B By Using a Deep Learning-Based Data Integration Network,"Zhong Liu, Huiying Wen, Ziqi Zhu, Qinyuan Li, Li Liu, Tianjiao Li, Wencong Xu, Chao Hou, Bin Huang, Zhiyan Li, Changfeng Dong, Xin Chen",Zhong Liu,English,"Background and aimsChronic hepatitis B virus (CHB) infection remains a major global health burden and the non-invasive and accurate diagnosis of significant liver fibrosis (¡Ý?F2) in CHB patients is clinically very important. This study aimed to assess the potential of the joint use of ultrasound images of liver parenchyma, liver stiffness values, and patients¡¯ clinical parameters in a deep learning model to improve the diagnosis of?¡Ý?F2 in CHB patients.MethodsOf 527 CHB patients who underwent US examination, liver elastography and biopsy, 284 eligible patients were included. We developed a deep learning-based data integration network (DI-Net) to fuse the information of ultrasound images of liver parenchyma, liver stiffness values and patients¡¯ clinical parameters for diagnosing?¡Ý?F2 in CHB patients. The performance of DI-Net was cross-validated in a main cohort (n?=?155) of the included patients and?¡­",Article,https://link.springer.com/article/10.1007/s12072-021-10294-4,10,liu2022diagnosis,"Fatty liver disease,Liver fibrosis, Significant liver fibrosis,Chronic hepatitis B ,Ultrasonography , Liver elastography ,Deep learning , Feature fusion , Non-invasive fibrosis staging ,Fibrosis biomarker"
2023,arXiv preprint arXiv:2312.08890,Defenses in adversarial machine learning: A survey,"Baoyuan Wu, Shaokui Wei, Mingli Zhu, Meixi Zheng, Zihao Zhu, Mingda Zhang, Hongrui Chen, Danni Yuan, Li Liu, Qingshan Liu",Baoyuan Wu,English,"Adversarial phenomenon has been widely observed in machine learning (ML) systems, especially in those using deep neural networks, describing that ML systems may produce inconsistent and incomprehensible predictions with humans at some particular cases. This phenomenon poses a serious security threat to the practical application of ML systems, and several advanced attack paradigms have been developed to explore it, mainly including backdoor attacks, weight attacks, and adversarial examples. For each individual attack paradigm, various defense paradigms have been developed to improve the model robustness against the corresponding attack paradigm. However, due to the independence and diversity of these defense paradigms, it is difficult to examine the overall robustness of an ML system against different kinds of attacks.This survey aims to build a systematic review of all existing defense paradigms from a unified perspective. Specifically, from the life-cycle perspective, we factorize a complete machine learning system into five stages, including pre-training, training, post-training, deployment, and inference stages, respectively. Then, we present a clear taxonomy to categorize and review representative defense methods at each individual stage. The unified perspective and presented taxonomies not only facilitate the analysis of the mechanism of each defense paradigm but also help us to understand connections and differences among different defense paradigms, which may inspire future research to develop more advanced, comprehensive defenses.",Article,https://arxiv.org/abs/2312.08890,8,wu2023defenses,"Machine learning, computer vision, adversarial machine learning, backdoor learning, backdoor defense, weight defense, adversarial examples, adversarial defense"
2023,International Conference on Medical Image Computing and Computer-Assisted?¡­,Metalr: Meta-tuning of learning rates for transfer learning in medical imaging,"Yixiong Chen, Li Liu, Jingxian Li, Hua Jiang, Chris Ding, Zongwei Zhou",Yixiong Chen,English,"In medical image analysis, transfer learning is a powerful method for deep neural networks (DNNs) to generalize on limited medical data. Prior efforts have focused on developing pre-training algorithms on domains such as lung ultrasound, chest X-ray, and liver CT to bridge domain gaps. However, we find that model fine-tuning also plays a crucial role in adapting medical knowledge to target tasks. The common fine-tuning method is manually picking transferable layers (e.g., the last few layers) to update, which is labor-expensive. In this work, we propose a meta-learning-based learning rate (LR) tuner, named MetaLR, to make different layers automatically co-adapt to downstream tasks based on their transferabilities across domains. MetaLR learns LRs for different layers in an online manner, preventing highly transferable layers from forgetting their medical representation abilities and driving less transferable?¡­",Conference paper,https://link.springer.com/chapter/10.1007/978-3-031-43907-0_67,3,chen2023metalr,"Medical image analysis,Meta-learning, Transfer learning."
2022,ICASSP 2022  preprint arXiv:2212.01083,Cross-Modal Mutual Learning for Cued Speech Recognition,"Lei Liu, Li Liu",Lei Liu,English,"Automatic Cued Speech Recognition (ACSR) provides an intelligent human-machine interface for visual communications, where the Cued Speech (CS) system utilizes lip movements and hand gestures to code spoken language for hearing-impaired people. Previous ACSR approaches often utilize direct feature concatenation as the main fusion paradigm. However, the asynchronous modalities (i.e., lip, hand shape and hand position) in CS may cause interference for feature concatenation. To address this challenge, we propose a transformer based cross-modal mutual learning framework to prompt multi-modal interaction. Compared with the vanilla self-attention, our model forces modality-specific information of different modalities to pass through a modality-invariant codebook, concatenating linguistic representations with tokens of each modality. Then the shared linguistic knowledge is used to re-synchronize?¡­",Article,https://ieeexplore.ieee.org/abstract/document/10095271/,8,liu2023cross,"Mandarin Chinese Cued Speech, Multi-modal Transformer, Linguistic Representation"
2022,ICASSP 2022-2022 IEEE International Conference on Acoustics,Acoustic-to-Articulatory Inversion Based on Speech Decomposition and Auxiliary Feature,"Jianrong Wang, Jinyu Liu, Longxuan Zhao, Shanyu Wang, Ruiguo Yu, Li Liu",Jianrong Wang,English,"Acoustic-to-articulatory inversion (AAI) is to obtain the movement of articulators from speech signals. Until now, achieving a speaker-independent AAI remains a challenge given the limited data. Besides, most current works only use audio speech as input, causing an inevitable performance bottleneck. To solve these problems, firstly, we pre-train a speech decomposition network to decompose audio speech into speaker embedding and content embedding as the new personalized speech features to adapt to the speaker-independent case. Secondly, to further improve the AAI, we propose a novel auxiliary feature network to estimate the lip auxiliary features from the above personalized speech features. Experimental results on three public datasets show that, compared with the state-of-the-art only using the audio speech feature, the proposed method reduces the average RMSE by 0.25 and increases the average?¡­",Conference paper,https://ieeexplore.ieee.org/abstract/document/9746125/,7,wang2022acoustic,"Acoustic-to-articulatory inversion, Speech , decomposition, Personalized speech feature, Auxiliary feature, Speaker-independent"
2022,Proceedings of the Asian Conference on Computer Vision,Hico: Hierarchical contrastive learning for ultrasound video model pretraining,"Chunhui Zhang, Yixiong Chen, Li Liu, Qiong Liu, Xi Zhou",Chunhui Zhang,English,"The self-supervised ultrasound (US) video model pretraining can use a small amount of labeled data to achieve one of the most promising results on US diagnosis. However, it does not take full advantage of multi-level knowledge for learning deep neural networks (DNNs), and thus is difficult to learn transferable feature representations. This work proposes a hierarchical contrastive learning (HiCo) method to improve the transferability for the US video model pretraining. HiCo introduces both peer-level semantic alignment and cross-level semantic alignment to facilitate the interaction between different semantic levels, which can effectively accelerate the convergence speed, leading to better generalization and adaptation of the learned model. Additionally, a softened objective function is implemented by smoothing the hard labels, which can alleviate the negative effect caused by local similarities of images between different classes. Experiments with HiCo on five datasets demonstrate its favorable results over state-of-the-art approaches. The source code of this work is publicly available at https://github. com/983632847/HiCo.",Conference paper,https://openaccess.thecvf.com/content/ACCV2022/html/Zhang_HiCo_Hierarchical_Contrastive__Learning_for_Ultrasound_Video_Model_Pretraining_ACCV_2022_paper.html,7,zhang2022hico,"contrastive learning, deep neural networks, cross-level semantic alignment,hard labels"
2023,Interspeech preprint arXiv:2306.03594,Emotional Talking Head Generation based on Memory-Sharing and Attention-Augmented Networks,"Jianrong Wang, Yaxin Zhao, Li Liu, Tianyi Xu, Qi Li, Sen Li",Jianrong Wang,English,"Given an audio clip and a reference face image, the goal of the talking head generation is to generate a high-fidelity talking head video. Although some audio-driven methods of generating talking head videos have made some achievements in the past, most of them only focused on lip and audio synchronization and lack the ability to reproduce the facial expressions of the target person. To this end, we propose a talking head generation model consisting of a Memory-Sharing Emotion Feature extractor (MSEF) and an Attention-Augmented Translator based on U-net (AATU). Firstly, MSEF can extract implicit emotional auxiliary features from audio to estimate more accurate emotional face landmarks.~Secondly, AATU acts as a translator between the estimated landmarks and the photo-realistic video frames. Extensive qualitative and quantitative experiments have shown the superiority of the proposed method to the previous works. Codes will be made publicly available.",Article,https://arxiv.org/abs/2306.03594,6,wang2023emotional,"Audio-driven Talking Head Generation, Emotion, Memory-sharing, U-net, Attention"
